ablation_id,case_id,center,modality_group,t2_present,metric_name,class_id,srr_dice,nnunet_dice,dice_delta,srr_hd95,nnunet_hd95,hd95_delta,srr_component_count,nnunet_component_count,component_count_delta,srr_remote_fp_count,nnunet_remote_fp_count,remote_fp_delta,nnunet_source_path
residual_zero_gate_measured,Case7005,CenterG,C0+LGE,False,myops_scar,5,0.0,0.0,0.0,,,,7.0,7.0,0.0,7.0,7.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case7005.nii.gz
residual_zero_gate_measured,Case8011,CenterH,LGE-only,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8011.nii.gz
residual_zero_gate_measured,Case8011,CenterH,LGE-only,False,myops_scar,5,0.22406639004149378,0.22406639004149378,0.0,31.32764229603699,31.32764229603699,0.0,3.0,3.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8011.nii.gz
no_nnunet_anchor,Case1029,CenterA,LGE-only,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1029.nii.gz
no_nnunet_anchor,Case1029,CenterA,LGE-only,False,myops_scar,5,0.000561850360520648,0.16436865021770683,-0.16380679985718619,117.20647493014582,51.395270620488255,65.81120430965757,100.0,12.0,88.0,78.0,4.0,74.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1029.nii.gz
no_nnunet_anchor,Case1045,CenterA,LGE-only,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1045.nii.gz
no_nnunet_anchor,Case1045,CenterA,LGE-only,False,myops_scar,5,0.19105493437044238,0.09968847352024922,0.09136646085019316,37.361825981686934,58.23937490442107,-20.877548922734135,36.0,7.0,29.0,2.0,2.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1045.nii.gz
no_nnunet_anchor,Case2002,CenterB,C0+LGE+T2,True,myops_edema,4,0.04171840079463621,0.5376005596362364,-0.49588215884160025,150.01798394796705,17.453201935819685,132.56478201214736,126.0,5.0,121.0,106.0,0.0,106.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2002.nii.gz
no_nnunet_anchor,Case2002,CenterB,C0+LGE+T2,True,myops_scar,5,0.09721518987341772,0.5602700096432015,-0.4630548197697838,101.17112089487296,21.415372143918024,79.75574875095494,29.0,5.0,24.0,24.0,0.0,24.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2002.nii.gz
no_nnunet_anchor,Case2008,CenterB,C0+LGE+T2,True,myops_edema,4,0.20611722163628146,0.3485546711353163,-0.14243744949903483,128.19234578202585,33.237885822186755,94.9544599598391,103.0,5.0,98.0,84.0,0.0,84.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2008.nii.gz
no_nnunet_anchor,Case2008,CenterB,C0+LGE+T2,True,myops_scar,5,0.0,0.7531584062196307,-0.7531584062196307,102.85804672543146,6.640625,96.21742172543146,18.0,1.0,17.0,12.0,0.0,12.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2008.nii.gz
no_nnunet_anchor,Case2031,CenterB,C0+LGE+T2,True,myops_edema,4,0.0,0.29880478087649404,-0.29880478087649404,186.39699124949806,25.052956799932126,161.34403444956592,91.0,16.0,75.0,69.0,0.0,69.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2031.nii.gz
no_nnunet_anchor,Case2031,CenterB,C0+LGE+T2,True,myops_scar,5,0.0,0.8013937282229965,-0.8013937282229965,152.9430110968833,5.008673145796307,147.934337951087,6.0,2.0,4.0,5.0,0.0,5.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2031.nii.gz
no_nnunet_anchor,Case3004,CenterC,C0+LGE+T2,True,myops_edema,4,0.05658208327491939,0.4530451866404715,-0.3964631033655521,189.97183480983207,9.222044972510458,180.74978983732163,364.0,4.0,360.0,335.0,0.0,335.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.nii.gz
no_nnunet_anchor,Case3004,CenterC,C0+LGE+T2,True,myops_scar,5,0.02004254313401087,0.6247040252565115,-0.6046614821225006,218.6252625458829,24.000003814697266,194.62525873118562,125.0,1.0,124.0,116.0,0.0,116.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.nii.gz
no_nnunet_anchor,Case3012,CenterC,C0+LGE+T2,True,myops_edema,4,0.06961788031723143,0.45068083693125205,-0.3810629566140206,168.2652955350818,22.41202445117764,145.85327108390416,354.0,18.0,336.0,333.0,0.0,333.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.nii.gz
no_nnunet_anchor,Case3012,CenterC,C0+LGE+T2,True,myops_scar,5,0.00035758984444841767,0.8267066766691673,-0.8263490868247189,227.39596413371714,2.916266679763794,224.47969745395335,86.0,2.0,84.0,84.0,1.0,83.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.nii.gz
no_nnunet_anchor,Case3023,CenterC,C0+LGE+T2,True,myops_edema,4,0.0,0.16291793313069908,-0.16291793313069908,184.95252274845143,41.324851944191856,143.62767080425957,217.0,13.0,204.0,211.0,1.0,210.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.nii.gz
no_nnunet_anchor,Case3023,CenterC,C0+LGE+T2,True,myops_scar,5,0.030863497106547146,0.6612691466083152,-0.630405649501768,219.02685551359738,4.124789669313123,214.90206584428427,167.0,2.0,165.0,164.0,1.0,163.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.nii.gz
no_nnunet_anchor,Case3038,CenterC,C0+LGE+T2,True,myops_edema,4,0.05339318974163045,0.16778761061946904,-0.11439442087783858,169.272898444935,28.21288893486063,141.0600095100744,187.0,12.0,175.0,156.0,0.0,156.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3038.nii.gz
no_nnunet_anchor,Case3038,CenterC,C0+LGE+T2,True,myops_scar,5,0.00326656924267171,0.75830144426614,-0.7550348750234683,169.82445899067324,8.297908510253126,161.5265504804201,43.0,1.0,42.0,38.0,0.0,38.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3038.nii.gz
no_nnunet_anchor,Case5005,CenterE,C0+LGE,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case5005.nii.gz
no_nnunet_anchor,Case5005,CenterE,C0+LGE,False,myops_scar,5,0.04436752674638137,0.5725747629467542,-0.5282072362003729,39.9396157286104,11.148974014770653,28.790641713839747,29.0,1.0,28.0,10.0,0.0,10.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case5005.nii.gz
no_nnunet_anchor,Case7005,CenterG,C0+LGE,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case7005.nii.gz
no_nnunet_anchor,Case7005,CenterG,C0+LGE,False,myops_scar,5,0.0,0.0,0.0,,,,25.0,7.0,18.0,25.0,7.0,18.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case7005.nii.gz
no_nnunet_anchor,Case8011,CenterH,LGE-only,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8011.nii.gz
no_nnunet_anchor,Case8011,CenterH,LGE-only,False,myops_scar,5,0.012552301255230125,0.22406639004149378,-0.21151408878626365,128.58081990286826,31.32764229603699,97.25317760683126,37.0,3.0,34.0,27.0,0.0,27.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8011.nii.gz
deterministic_prototypes,Case1029,CenterA,LGE-only,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1029.nii.gz
deterministic_prototypes,Case1029,CenterA,LGE-only,False,myops_scar,5,0.07002465656921451,0.16436865021770683,-0.09434399364849232,106.23018574687764,51.395270620488255,54.83491512638938,111.0,12.0,99.0,84.0,4.0,80.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1029.nii.gz
deterministic_prototypes,Case1045,CenterA,LGE-only,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1045.nii.gz
deterministic_prototypes,Case1045,CenterA,LGE-only,False,myops_scar,5,0.1836214224992916,0.09968847352024922,0.08393294897904237,43.07731031938334,58.23937490442107,-15.162064585037726,30.0,7.0,23.0,2.0,2.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1045.nii.gz
deterministic_prototypes,Case2002,CenterB,C0+LGE+T2,True,myops_edema,4,0.19125874125874126,0.5376005596362364,-0.34634181837749517,145.22112592368737,17.453201935819685,127.76792398786768,132.0,5.0,127.0,118.0,0.0,118.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2002.nii.gz
deterministic_prototypes,Case2002,CenterB,C0+LGE+T2,True,myops_scar,5,0.40718074255405956,0.5602700096432015,-0.15308926708914194,57.560101487081525,21.415372143918024,36.144729343163505,20.0,5.0,15.0,13.0,0.0,13.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2002.nii.gz
deterministic_prototypes,Case2008,CenterB,C0+LGE+T2,True,myops_edema,4,0.3058661357022515,0.3485546711353163,-0.04268853543306478,120.55350066221328,33.237885822186755,87.31561484002653,101.0,5.0,96.0,82.0,0.0,82.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2008.nii.gz
deterministic_prototypes,Case2008,CenterB,C0+LGE+T2,True,myops_scar,5,0.5858178887993554,0.7531584062196307,-0.16734051742027534,101.1704572777115,6.640625,94.5298322777115,20.0,1.0,19.0,14.0,0.0,14.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2008.nii.gz
deterministic_prototypes,Case2031,CenterB,C0+LGE+T2,True,myops_edema,4,0.020527045769764215,0.29880478087649404,-0.2782777351067298,186.270772222423,25.052956799932126,161.21781542249087,111.0,16.0,95.0,85.0,0.0,85.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2031.nii.gz
deterministic_prototypes,Case2031,CenterB,C0+LGE+T2,True,myops_scar,5,0.6920668058455115,0.8013937282229965,-0.10932692237748498,152.92250440329815,5.008673145796307,147.91383125750184,9.0,2.0,7.0,4.0,0.0,4.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2031.nii.gz
deterministic_prototypes,Case3004,CenterC,C0+LGE+T2,True,myops_edema,4,0.10825775656324582,0.4530451866404715,-0.3447874300772257,188.9298753461467,9.222044972510458,179.70783037363626,380.0,4.0,376.0,354.0,0.0,354.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.nii.gz
deterministic_prototypes,Case3004,CenterC,C0+LGE+T2,True,myops_scar,5,0.2817245948425237,0.6247040252565115,-0.34297943041398776,217.35837651461986,24.000003814697266,193.3583726999226,73.0,1.0,72.0,68.0,0.0,68.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.nii.gz
deterministic_prototypes,Case3012,CenterC,C0+LGE+T2,True,myops_edema,4,0.13432198217990968,0.45068083693125205,-0.3163588547513424,166.2059663499315,22.41202445117764,143.79394189875384,340.0,18.0,322.0,303.0,0.0,303.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.nii.gz
deterministic_prototypes,Case3012,CenterC,C0+LGE+T2,True,myops_scar,5,0.4253700657894737,0.8267066766691673,-0.40133661087969363,222.96775414953436,2.916266679763794,220.05148746977056,59.0,2.0,57.0,57.0,1.0,56.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.nii.gz
deterministic_prototypes,Case3023,CenterC,C0+LGE+T2,True,myops_edema,4,0.011251994290032749,0.16291793313069908,-0.15166593884066631,183.7860386993465,41.324851944191856,142.46118675515464,232.0,13.0,219.0,214.0,1.0,213.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.nii.gz
deterministic_prototypes,Case3023,CenterC,C0+LGE+T2,True,myops_scar,5,0.6536373507057546,0.6612691466083152,-0.007631795902560579,5.258095753323387,4.124789669313123,1.1333060840102638,12.0,2.0,10.0,11.0,1.0,10.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.nii.gz
deterministic_prototypes,Case3038,CenterC,C0+LGE+T2,True,myops_edema,4,0.07332954595114277,0.16778761061946904,-0.09445806466832626,168.19968886036625,28.21288893486063,139.98679992550564,186.0,12.0,174.0,155.0,0.0,155.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3038.nii.gz
deterministic_prototypes,Case3038,CenterC,C0+LGE+T2,True,myops_scar,5,0.7430220159317569,0.75830144426614,-0.015279428334383116,8.687081964987222,8.297908510253126,0.38917345473409526,7.0,1.0,6.0,3.0,0.0,3.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3038.nii.gz
deterministic_prototypes,Case5005,CenterE,C0+LGE,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case5005.nii.gz
deterministic_prototypes,Case5005,CenterE,C0+LGE,False,myops_scar,5,0.541313086199196,0.5725747629467542,-0.0312616767475582,30.543658054506587,11.148974014770653,19.394684039735935,27.0,1.0,26.0,16.0,0.0,16.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case5005.nii.gz
deterministic_prototypes,Case7005,CenterG,C0+LGE,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case7005.nii.gz
deterministic_prototypes,Case7005,CenterG,C0+LGE,False,myops_scar,5,0.0,0.0,0.0,,,,19.0,7.0,12.0,19.0,7.0,12.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case7005.nii.gz
deterministic_prototypes,Case8011,CenterH,LGE-only,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8011.nii.gz
deterministic_prototypes,Case8011,CenterH,LGE-only,False,myops_scar,5,0.19182948490230906,0.22406639004149378,-0.03223690513918473,83.89464297705223,31.32764229603699,52.56700068101524,17.0,3.0,14.0,8.0,0.0,8.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case8011.nii.gz
no_proto_dictionary,Case1029,CenterA,LGE-only,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1029.nii.gz
no_proto_dictionary,Case1029,CenterA,LGE-only,False,myops_scar,5,0.026300409117475162,0.16436865021770683,-0.13806824110023166,108.56068076415337,51.395270620488255,57.16541014366512,45.0,12.0,33.0,26.0,4.0,22.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1029.nii.gz
no_proto_dictionary,Case1045,CenterA,LGE-only,False,myops_edema,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1045.nii.gz
no_proto_dictionary,Case1045,CenterA,LGE-only,False,myops_scar,5,0.14756039791567976,0.09968847352024922,0.047871924395430546,45.60543982106107,58.23937490442107,-12.63393508336,17.0,7.0,10.0,1.0,2.0,-1.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case1045.nii.gz
no_proto_dictionary,Case2002,CenterB,C0+LGE+T2,True,myops_edema,4,0.14665613480779358,0.5376005596362364,-0.3909444248284428,162.86888234236795,17.453201935819685,145.41568040654826,126.0,5.0,121.0,109.0,0.0,109.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2002.nii.gz
no_proto_dictionary,Case2002,CenterB,C0+LGE+T2,True,myops_scar,5,0.3495639534883721,0.5602700096432015,-0.2107060561548294,79.51789548978897,21.415372143918024,58.10252334587095,26.0,5.0,21.0,20.0,0.0,20.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2002.nii.gz
no_proto_dictionary,Case2008,CenterB,C0+LGE+T2,True,myops_edema,4,0.2396995219667653,0.3485546711353163,-0.10885514916855099,143.03845103214732,33.237885822186755,109.80056520996057,121.0,5.0,116.0,101.0,0.0,101.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2008.nii.gz
no_proto_dictionary,Case2008,CenterB,C0+LGE+T2,True,myops_scar,5,0.454692034827475,0.7531584062196307,-0.2984663713921557,104.3849814298072,6.640625,97.7443564298072,22.0,1.0,21.0,14.0,0.0,14.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2008.nii.gz
no_proto_dictionary,Case2031,CenterB,C0+LGE+T2,True,myops_edema,4,0.012445656806751342,0.29880478087649404,-0.2863591240697427,185.6637264632082,25.052956799932126,160.61076966327607,108.0,16.0,92.0,76.0,0.0,76.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2031.nii.gz
no_proto_dictionary,Case2031,CenterB,C0+LGE+T2,True,myops_scar,5,0.590929501571621,0.8013937282229965,-0.21046422665137543,157.38714218198294,5.008673145796307,152.37846903618663,21.0,2.0,19.0,14.0,0.0,14.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case2031.nii.gz
no_proto_dictionary,Case3004,CenterC,C0+LGE+T2,True,myops_edema,4,0.06810403832991102,0.4530451866404715,-0.3849411483105605,196.42105989586236,9.222044972510458,187.1990149233519,754.0,4.0,750.0,735.0,0.0,735.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.nii.gz
no_proto_dictionary,Case3004,CenterC,C0+LGE+T2,True,myops_scar,5,0.17363585224076505,0.6247040252565115,-0.4510681730157464,222.0626396689076,24.000003814697266,198.06263585421033,93.0,1.0,92.0,88.0,0.0,88.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3004.nii.gz
no_proto_dictionary,Case3012,CenterC,C0+LGE+T2,True,myops_edema,4,0.09374674200879918,0.45068083693125205,-0.35693409492245287,175.9692472779168,22.41202445117764,153.55722282673915,412.0,18.0,394.0,382.0,0.0,382.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.nii.gz
no_proto_dictionary,Case3012,CenterC,C0+LGE+T2,True,myops_scar,5,0.18559581755904092,0.8267066766691673,-0.6411108591101264,223.6480422090009,2.916266679763794,220.7317755292371,84.0,2.0,82.0,83.0,1.0,82.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3012.nii.gz
no_proto_dictionary,Case3023,CenterC,C0+LGE+T2,True,myops_edema,4,0.006699162604674415,0.16291793313069908,-0.15621877052602468,186.71793424671097,41.324851944191856,145.3930823025191,221.0,13.0,208.0,204.0,1.0,203.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.nii.gz
no_proto_dictionary,Case3023,CenterC,C0+LGE+T2,True,myops_scar,5,0.07458425165297536,0.6612691466083152,-0.5866848949553398,216.3278567738819,4.124789669313123,212.2030671045688,33.0,2.0,31.0,31.0,1.0,30.0,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/validation/Case3023.nii.gz
