status,case_id,ed_reference_anchor_feature,selected_non_reference_frame_id,warped_image_probability_feature_source,registration_method,registration_quality,frame_quality_score,motion_saliency_score,temporal_representer_slot_usage,temporal_aggregation_output_summary,local_class_1_myocardium_proxy,class_3_sanity,hosted_metric_caveat,frame0_control_comparison,temporal_dictionary_attempted
TEMPORAL_DICTIONARY_FOLLOWUP3_EXECUTED,Case1001,frame_0_cine_prediction,9,SimpleITK_Demons_warped_CineMA_segmentation_proxy,heart_crop_SimpleITK_BSpline_or_Demons_tuned,myo_dice 0.6624609618988132->0.7017311136167672; lv_dice 0.767775651405859->0.8501382365677359,0.7759346750922516,35.5336799621582,reference_frame;warped_nonreference_segmentation_proxy;quality_weighted_union,quality_weighted_union_proxy_without_hosted_metric,CineMA label-2 myocardium proxy used; class-1 myocardium unavailable in this proxy label space,0.8501382365677359,no hosted metric claim,frame0_myo=0.6624609618988132; warped_myo=0.7017311136167672; temporal_myo_proxy=0.8471980918166023,True
