variant,case_id,task,pos_similarity_mean,neg_similarity_mean,pos_minus_neg_mean,proposal_gate_mean,proposal_gate_p95,uncertainty_mean
srr_v2_capacity12_edema_t2_focus,Case1002,edema,0.43141084909439087,0.8720862865447998,-0.4406754672527313,0.0009718158398754895,2.766863682612808e-10,0.00017060729442164302
srr_v2_capacity12_edema_t2_focus,Case1002,scar,0.5161095857620239,0.8467212319374084,-0.33061161637306213,0.008607503958046436,0.0036032083444297314,0.0045822616666555405
srr_v2_capacity12_edema_t2_focus,Case1007,edema,0.44588151574134827,0.8601991534233093,-0.41431760787963867,0.0007905462407507002,2.1118218285209878e-09,0.0001857124298112467
srr_v2_capacity12_edema_t2_focus,Case1007,scar,0.5161448121070862,0.846580982208252,-0.33043619990348816,0.009244720451533794,0.004798497539013624,0.005340654402971268
srr_v2_capacity12_edema_t2_focus,Case1009,edema,0.4402390420436859,0.8643018007278442,-0.42406272888183594,0.0007080908981151879,1.343055555658168e-09,0.0001564739504829049
srr_v2_capacity12_edema_t2_focus,Case1009,scar,0.5140811204910278,0.8468777537345886,-0.3327966034412384,0.010473310947418213,0.003483749460428953,0.005347456317394972
srr_v2_capacity12_edema_t2_focus,Case1010,edema,0.4252246916294098,0.877204418182373,-0.45197978615760803,0.000342265673680231,3.2436511809841306e-11,6.251982267713174e-05
srr_v2_capacity12_edema_t2_focus,Case1010,scar,0.5167790055274963,0.8476871848106384,-0.3309081494808197,0.0073485057801008224,0.004105938132852316,0.004110491834580898
srr_v2_capacity12_edema_t2_focus,Case1021,edema,0.42059412598609924,0.8787609934806824,-0.45816683769226074,0.0004292041121516377,1.7158267862082965e-11,8.823555981507525e-05
srr_v2_capacity12_edema_t2_focus,Case1021,scar,0.5166958570480347,0.8472854495048523,-0.33058956265449524,0.008591864258050919,0.004473683424293995,0.005140961613506079
srr_v2_capacity12_edema_t2_focus,Case1023,edema,0.4382869601249695,0.8688656091690063,-0.4305785596370697,0.0007361710886470973,1.7163327703517695e-10,0.0001725207839626819
srr_v2_capacity12_edema_t2_focus,Case1023,scar,0.5196045637130737,0.8431089520454407,-0.32350441813468933,0.00833436381071806,0.005360737908631563,0.004801696166396141
srr_v2_capacity12_edema_t2_focus,Case1029,edema,0.4494524896144867,0.8590399026870728,-0.40958744287490845,0.001034161658026278,2.2690656020785127e-09,0.00020651068189181387
srr_v2_capacity12_edema_t2_focus,Case1029,scar,0.521336019039154,0.8422808647155762,-0.32094478607177734,0.009496617130935192,0.004479467403143644,0.005311064887791872
srr_v2_capacity12_edema_t2_focus,Case1033,edema,0.45412588119506836,0.8560121655464172,-0.4018862843513489,0.0005843386170454323,8.895745473580519e-09,0.00014335635933093727
