case_id,center,center_shift_mm,descriptor_scores,failure_reason,flow_magnitude_max_px,flow_magnitude_mean_px,flow_smoothness_mean,folding_voxels,frame_agreements,frame_index,frame_indices,frame_weights,image_mae_after,image_mae_before,image_mae_delta,image_ncc_after,image_ncc_before,image_ncc_delta,jacobian_min_proxy,reference_dominance,reference_weight,runtime_seconds,status,temporal_entropy,variant,warp_type
Case1012,center_alpha,,,,21.1436767578125,1.746540904045105,0.3248795159161091,8179,,6,,,0.11307568848133087,0.17633698880672455,-0.06326130032539368,0.7228870987892151,0.485562264919281,0.23732483386993408,-6.78859806060791,,,0.3499887390062213,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1013,center_alpha,,,,22.93401336669922,0.959756796558698,0.18820412084460258,6107,,9,,,0.10973607748746872,0.2083783596754074,-0.09864228218793869,0.8202793002128601,0.4327796995639801,0.38749960064888,-6.793150901794434,,,0.5321182729676366,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1014,center_alpha,,,,23.12722396850586,1.4587940743991308,0.2645403508629118,9158,,7,,,0.08804816007614136,0.13896216452121735,-0.05091400444507599,0.8637989163398743,0.6654208302497864,0.1983780860900879,-5.174717903137207,,,0.5942827509716153,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1015,center_alpha,,,,21.130155563354492,1.0222432071512395,0.2056427083232186,6956,,15,,,0.10066499561071396,0.18360094726085663,-0.08293595165014267,0.8820953965187073,0.6567224264144897,0.22537297010421753,-4.425838947296143,,,0.4772033381741494,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1016,center_alpha,,,,22.369224548339844,1.2111649559094355,0.23869194319614997,8499,,8,,,0.10139787197113037,0.177445650100708,-0.07604777812957764,0.8352186679840088,0.619536280632019,0.21568238735198975,-6.139581680297852,,,0.5514191407710314,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1017,center_alpha,,,,17.669498443603516,1.1200212410518102,0.2291116395166942,8092,,15,,,0.09356895834207535,0.15251125395298004,-0.058942295610904694,0.8521842956542969,0.6430410146713257,0.2091432809829712,-4.604603290557861,,,0.5936735109426081,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1019,center_alpha,,,,22.27244758605957,1.107421588897705,0.2278019517660141,6921,,9,,,0.09534237533807755,0.1693185418844223,-0.07397616654634476,0.8902648091316223,0.7005740404129028,0.18969076871871948,-4.098078727722168,,,0.41567411995492876,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1021,center_alpha,,,,33.31316375732422,1.2395031506364995,0.22971938144076953,8721,,7,,,0.10963955521583557,0.1967729777097702,-0.08713342249393463,0.7837530374526978,0.4254522919654846,0.35830074548721313,-8.515678405761719,,,0.4702866221778095,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1022,center_alpha,,,,18.201452255249023,1.2096659974618391,0.21376008608124472,5401,,15,,,0.09737963229417801,0.15978620946407318,-0.06240657716989517,0.889605700969696,0.702292263507843,0.18731343746185303,-3.3189704418182373,,,0.46771809202618897,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1023,center_alpha,,,,23.455440521240234,1.1511226097742717,0.24787452071905136,8873,,9,,,0.13440418243408203,0.2337258756160736,-0.09932169318199158,0.7862539291381836,0.44793692231178284,0.33831700682640076,-6.667453289031982,,,0.5391824028920382,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1025,center_alpha,,,,21.96706771850586,0.9567420164744059,0.18910954495271046,6412,,15,,,0.1238681823015213,0.21782438457012177,-0.09395620226860046,0.8348028659820557,0.5392101407051086,0.295592725276947,-3.5627734661102295,,,0.6782000330276787,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1026,center_alpha,,,,25.807035446166992,1.01665475693616,0.20638699287717993,5751,,9,,,0.0831359326839447,0.14833660423755646,-0.06520067155361176,0.8210643529891968,0.4211009442806244,0.3999634087085724,-17.10685920715332,,,0.5232008658349514,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1027,center_alpha,,,,14.01862907409668,1.0163387060165405,0.20491870492696762,3555,,10,,,0.09643576294183731,0.1861046701669693,-0.08966890722513199,0.8977149724960327,0.7218337059020996,0.1758812665939331,-3.0708084106445312,,,0.2802987259346992,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1028,center_alpha,,,,19.41623306274414,1.085014922278268,0.22711565558399474,8777,,15,,,0.10733209550380707,0.18774588406085968,-0.08041378855705261,0.862511932849884,0.6217318773269653,0.2407800555229187,-7.546281814575195,,,0.6340146828442812,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1029,center_alpha,,,,22.620864868164062,1.2110597789287567,0.25398127113779384,10304,,8,,,0.11818960309028625,0.2018699198961258,-0.08368031680583954,0.804606556892395,0.5295838713645935,0.2750226855278015,-6.612096786499023,,,0.514864447992295,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1030,center_alpha,,,,18.8110294342041,0.8362381358941396,0.1880945973098278,4258,,15,,,0.10830650478601456,0.17988048493862152,-0.07157398015260696,0.8523929119110107,0.6443129777908325,0.20807993412017822,-4.211390972137451,,,0.5040403839666396,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1031,center_alpha,,,,20.7545166015625,0.9322111755609512,0.19205218056837717,5706,,10,,,0.11981477588415146,0.19310402870178223,-0.07328925281763077,0.8397554159164429,0.6424522399902344,0.1973031759262085,-8.095440864562988,,,0.5139197441749275,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1032,center_alpha,,,,22.67618751525879,1.0701823085546494,0.22243023167053858,7395,,9,,,0.085928775370121,0.15536418557167053,-0.06943541020154953,0.8819331526756287,0.6576776504516602,0.2242555022239685,-8.034795761108398,,,0.51745749800466,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1033,center_alpha,,,,21.645462036132812,0.9055725236733755,0.19579138855139414,3635,,7,,,0.07625514268875122,0.12350720912218094,-0.04725206643342972,0.8479947447776794,0.625068724155426,0.22292602062225342,-4.867763042449951,,,0.5561340870335698,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1034,center_alpha,,,,21.838109970092773,1.136801540851593,0.23515433942278227,8559,,9,,,0.11918201297521591,0.20429781079292297,-0.08511579781770706,0.838314950466156,0.6276163458824158,0.21069860458374023,-13.936450004577637,,,0.5210693629924208,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1035,center_alpha,,,,17.891416549682617,1.5706733465194702,0.2841542482376099,3401,,15,,,0.11976207047700882,0.2501490116119385,-0.13038694113492966,0.8498901128768921,0.43195921182632446,0.4179309010505676,-4.788983345031738,,,0.21524592698551714,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1036,center_alpha,,,,29.296466827392578,1.0831724504629772,0.21971334144473076,6111,,15,,,0.09729790687561035,0.1637738198041916,-0.06647591292858124,0.881679892539978,0.6863673329353333,0.19531255960464478,-4.272281169891357,,,0.5655273189768195,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1037,center_alpha,,,,21.557598114013672,1.1782968044281006,0.22073097985524398,9078,,9,,,0.11526034027338028,0.2094392627477646,-0.09417892247438431,0.7554360032081604,0.3655778765678406,0.3898581266403198,-6.7235870361328125,,,1.0427524237893522,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1038,center_alpha,,,,26.290205001831055,1.5101542472839355,0.2714026006204741,12060,,7,,,0.12332280725240707,0.20580792427062988,-0.08248511701822281,0.800871729850769,0.46390947699546814,0.3369622528553009,-5.715048789978027,,,0.5970929600298405,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1039,center_alpha,,,,21.24422264099121,1.0464155890724876,0.22304242713884873,6662,,9,,,0.10747780650854111,0.18783250451087952,-0.08035469800233841,0.8566316962242126,0.5975375175476074,0.2590941786766052,-8.386124610900879,,,0.4715559990145266,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1040,center_alpha,,,,25.16741371154785,1.1334903878825051,0.2141597377402442,8291,,8,,,0.09921770542860031,0.16763710975646973,-0.06841940432786942,0.8540917038917542,0.6283344030380249,0.22575730085372925,-6.821927547454834,,,0.6085856149438769,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2001,center_beta,,,,33.74454879760742,1.0425100088119508,0.22930207550525666,4025,,10,,,0.12064623087644577,0.2062128186225891,-0.08556658774614334,0.7683471441268921,0.40004587173461914,0.36830127239227295,-13.10428524017334,,,0.2209027528297156,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2002,center_beta,,,,16.65570640563965,0.8888671000798544,0.2071284900108973,1806,,11,,,0.07029552757740021,0.11649522930383682,-0.046199701726436615,0.8996148109436035,0.7234109044075012,0.1762039065361023,-5.779383659362793,,,0.23323174100369215,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2003,center_beta,,,,123.71527862548828,0.7713578144709269,0.19845922787984213,1908,,11,,,0.09438718855381012,0.1418677717447281,-0.04748058319091797,0.8645121455192566,0.6919039487838745,0.17260819673538208,-37.27900314331055,,,0.15458099404349923,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2004,center_beta,,,,14.130326271057129,0.7803414463996887,0.18258385956287385,1873,,8,,,0.0708262100815773,0.1250201314687729,-0.05419392138719559,0.8770933747291565,0.6064783930778503,0.27061498165130615,-5.417557239532471,,,0.2200500899925828,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2005,center_beta,,,,36.23048782348633,0.7986572086811066,0.2074836865067482,1629,,10,,,0.0569610670208931,0.07966151833534241,-0.02270045131444931,0.8673272132873535,0.707142174243927,0.1601850390434265,-12.056375503540039,,,0.282497719861567,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2006,center_beta,,,,17.603288650512695,1.0747699936230977,0.2239013413588206,2582,,8,,,0.12394579499959946,0.22258374094963074,-0.09863794595003128,0.7270850539207458,0.3082083761692047,0.41887667775154114,-5.528408050537109,,,0.13329013995826244,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2007,center_beta,,,,21.432884216308594,0.827956904967626,0.2068860704700152,3024,,15,,,0.08211871236562729,0.13468991219997406,-0.05257119983434677,0.8699502944946289,0.6134507060050964,0.25649958848953247,-12.520256996154785,,,0.26754772290587425,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2008,center_beta,,,,15.54092025756836,0.8365410715341568,0.18593836203217506,2144,,8,,,0.09849704802036285,0.1702272891998291,-0.07173024117946625,0.8662938475608826,0.6597407460212708,0.20655310153961182,-4.772513389587402,,,0.17772284615784883,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2009,center_beta,,,,20.416528701782227,0.8134917815526327,0.18039054671923319,1968,,8,,,0.08935371786355972,0.1352269947528839,-0.04587327688932419,0.8156011700630188,0.588751494884491,0.22684967517852783,-4.5645751953125,,,0.13967554597184062,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2010,center_beta,,,,27.507503509521484,0.7548104822635651,0.1840049885213375,1550,,8,,,0.09375404566526413,0.12361595779657364,-0.02986191213130951,0.7877667546272278,0.5941705703735352,0.19359618425369263,-4.834031105041504,,,0.17194926785305142,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2011,center_beta,,,,18.62908363342285,0.8810800512631735,0.18131632606188455,1434,,8,,,0.08386985212564468,0.13895924389362335,-0.05508939176797867,0.8124978542327881,0.45710888504981995,0.35538896918296814,-3.0494613647460938,,,0.12781719607301056,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2012,center_beta,,,,16.2231502532959,0.9184657335281372,0.20567457377910614,1675,,10,,,0.08660215884447098,0.11546898633241653,-0.028866827487945557,0.8186601400375366,0.6570737361907959,0.16158640384674072,-5.848293304443359,,,0.18097701505757868,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2013,center_beta,,,,22.91783332824707,0.8478928208351135,0.18459662795066833,1736,,10,,,0.07107322663068771,0.1344320923089981,-0.0633588656783104,0.9200838804244995,0.7401581406593323,0.17992573976516724,-9.417130470275879,,,0.1364686880260706,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2014,center_beta,,,,37.551963806152344,0.9420000513394674,0.20827688773473105,2622,,10,,,0.13252335786819458,0.19185131788253784,-0.05932796001434326,0.7084474563598633,0.488476037979126,0.2199714183807373,-10.50941276550293,,,0.139572974992916,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2015,center_beta,,,,36.1865348815918,0.842272957166036,0.17671080430348715,1415,,10,,,0.0885409414768219,0.17538833618164062,-0.08684739470481873,0.8120890855789185,0.488968163728714,0.32312092185020447,-10.65149211883545,,,0.13531343988142908,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2016,center_beta,,,,703.3104858398438,1.2064411242802937,0.2959304352601369,3091,,8,,,0.091634102165699,0.12615267932415009,-0.03451857715845108,0.8438856601715088,0.7150455117225647,0.1288401484489441,-282.40972900390625,,,0.14199319202452898,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2017,center_beta,,,,19.482641220092773,0.9299294153849283,0.2124777932961782,1873,,15,,,0.09819187223911285,0.17390896379947662,-0.07571709156036377,0.8774800896644592,0.6136645674705505,0.2638155221939087,-6.053102493286133,,,0.1319941699039191,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2018,center_beta,,,,45.90956497192383,0.9378791252772013,0.2278198649485906,2818,,7,,,0.09901844710111618,0.1478704959154129,-0.04885204881429672,0.7418203949928284,0.451641321182251,0.2901790738105774,-11.829739570617676,,,0.20626049116253853,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2019,center_beta,,,,65.43614196777344,0.847967525323232,0.19423113266626993,2010,,7,,,0.0983368530869484,0.16531997919082642,-0.06698312610387802,0.8338449597358704,0.47816139459609985,0.3556835651397705,-21.899633407592773,,,0.13799415109679103,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2020,center_beta,,,,22.89484214782715,0.9088790655136109,0.2182763934135437,3835,,15,,,0.11976692825555801,0.1866743564605713,-0.06690742820501328,0.8315123915672302,0.5977605581283569,0.2337518334388733,-8.336153030395508,,,0.23167237685993314,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2021,center_beta,,,,69.30033111572266,0.9293972849845886,0.22994155685106912,2111,,3,,,0.06814201921224594,0.08944100886583328,-0.02129898965358734,0.8779023289680481,0.820573091506958,0.05732923746109009,-37.9373664855957,,,0.14321131096221507,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2022,center_beta,,,,29.285449981689453,1.0257288416226704,0.23059468964735666,1774,,15,,,0.08674958348274231,0.13883905112743378,-0.05208946764469147,0.8903409242630005,0.727042555809021,0.1632983684539795,-11.186399459838867,,,0.13715899782255292,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case2024,center_beta,,,,26.682775497436523,1.0019176204999287,0.19798946877320608,2718,,15,,,0.10862092673778534,0.1858280599117279,-0.07720713317394257,0.823349118232727,0.5118706822395325,0.3114784359931946,-4.599573135375977,,,0.14188859006389976,ok,,cine_deformable_or_feature_warp,slice2d_dense_optical_flow_ilk
Case1001,center_alpha,"0.000000,3.927521,1.325553","1.000000,0.513457,0.708050",,,,,,"1.000000,0.715118,0.801906",,"0,9,15","0.687819,0.098234,0.213946",,,,,,,,False,0.6878193492495266,0.0,ok,0.8152564318732769,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1002,center_alpha,"0.000000,3.891200,1.591592","1.000000,0.494744,0.728762",,,,,,"1.000000,0.687259,0.844751",,"0,8,15","0.680070,0.090123,0.229808",,,,,,,,False,0.6800697031973195,0.0,ok,0.8170303385802921,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1003,center_alpha,"0.000000,4.015870,2.108846","1.000000,0.393447,0.633237",,,,,,"1.000000,0.551451,0.766777",,"0,6,15","0.758164,0.067000,0.174836",,,,,,,,False,0.7581642938780858,0.0,ok,0.695904226572997,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1004,center_alpha,"0.000000,2.686978,1.676263","1.000000,0.605546,0.698229",,,,,,"1.000000,0.768255,0.815270",,"0,10,15","0.664234,0.137115,0.198651",,,,,,,,False,0.6642340464337133,0.0,ok,0.8652513160494175,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1005,center_alpha,"0.000000,2.716100,1.669391","1.000000,0.488395,0.607724",,,,,,"1.000000,0.621048,0.709176",,"0,8,15","0.747704,0.096601,0.155695",,,,,,,,False,0.7477038636050117,0.0,ok,0.7327365510133697,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1006,center_alpha,"0.000000,4.697822,3.303707","1.000000,0.428237,0.529431",,,,,,"1.000000,0.629415,0.704339",,"0,9,15","0.797570,0.081006,0.121424",,,,,,,,False,0.7975700325255244,0.0,ok,0.6400039995732423,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1007,center_alpha,"0.000000,4.115752,2.732336","1.000000,0.395025,0.505927",,,,,,"1.000000,0.557607,0.644163",,"0,10,15","0.814656,0.072448,0.112897",,,,,,,,True,0.8146556448112778,0.0,ok,0.6034228133226989,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1008,center_alpha,"0.000000,4.239907,0.532046","1.000000,0.448143,0.901400",,,,,,"1.000000,0.638152,0.949358",,"0,15,28","0.560517,0.061648,0.377835",,,,,,,,False,0.5605171345503441,0.0,ok,0.8639966821557924,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1010,center_alpha,"0.000000,1.686607,1.036939","1.000000,0.543530,0.669621",,,,,,"1.000000,0.635202,0.739057",,"0,6,15","0.700375,0.112813,0.186812",,,,,,,,False,0.700375072305817,0.0,ok,0.8089974368969468,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1011,center_alpha,"0.000000,2.184633,0.969326","1.000000,0.473252,0.703948",,,,,,"1.000000,0.576640,0.772184",,"0,8,15","0.700480,0.085181,0.214339",,,,,,,,False,0.7004802698142902,0.0,ok,0.7892857840446847,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1012,center_alpha,"0.000000,4.712009,1.461254","1.000000,0.349662,0.620589",,,,,,"1.000000,0.514424,0.711272",,"0,6,15","0.773156,0.057348,0.169497",,,,,,,,False,0.7731555191631242,0.0,ok,0.6636923485430232,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1013,center_alpha,"0.000000,4.685824,2.893678","1.000000,0.463547,0.581660",,,,,,"1.000000,0.680757,0.749974",,"0,9,15","0.766525,0.089663,0.143812",,,,,,,,False,0.7665251417935328,0.0,ok,0.6989365963854555,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1014,center_alpha,"0.000000,2.645012,1.871400","1.000000,0.533683,0.617668",,,,,,"1.000000,0.674843,0.733258",,"0,7,15","0.729110,0.112906,0.157984",,,,,,,,False,0.7291097542176365,0.0,ok,0.7681409179900295,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1015,center_alpha,"0.000000,2.086128,1.006779","1.000000,0.565007,0.851362",,,,,,"1.000000,0.682874,0.937075",,"0,15,28","0.578927,0.101616,0.319457",,,,,,,,False,0.5789265923669364,0.0,ok,0.913323041014848,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1016,center_alpha,"0.000000,7.358954,4.220833","1.000000,0.312491,0.499726",,,,,,"1.000000,0.542452,0.710652",,"0,8,15","0.833950,0.053311,0.112739",,,,,,,,True,0.8339500330399522,0.0,ok,0.5537902942238287,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1017,center_alpha,"0.000000,2.380714,0.815259","1.000000,0.598386,0.885258",,,,,,"1.000000,0.740844,0.957429",,"0,15,29","0.545693,0.109465,0.344842",,,,,,,,False,0.5456932315763483,0.0,ok,0.9398205203523444,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1019,center_alpha,"0.000000,2.864053,1.216264","1.000000,0.494743,0.708520",,,,,,"1.000000,0.636440,0.794694",,"0,9,15","0.692447,0.091763,0.215791",,,,,,,,False,0.6924465764107999,0.0,ok,0.8045739462994218,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1021,center_alpha,"0.000000,2.834984,0.524567","1.000000,0.432197,0.826285",,,,,,"1.000000,0.554724,0.869630",,"0,7,15","0.624090,0.064398,0.311512",,,,,,,,False,0.624090252687045,0.0,ok,0.8341783552604078,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1022,center_alpha,"0.000000,2.853493,0.511000","1.000000,0.586714,0.923940",,,,,,"1.000000,0.754132,0.971153",,"0,15,29","0.518369,0.099240,0.382391",,,,,,,,False,0.5183685681120339,0.0,ok,0.9374664693159429,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1023,center_alpha,"0.000000,2.350943,2.179350","1.000000,0.367509,0.498339",,,,,,"1.000000,0.453909,0.606945",,"0,9,15","0.823655,0.065614,0.110731",,,,,,,,True,0.8236546177228914,0.0,ok,0.5822033673045984,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1025,center_alpha,"0.000000,2.397953,0.576869","1.000000,0.562375,0.909059",,,,,,"1.000000,0.697230,0.961500",,"0,15,29","0.535119,0.092943,0.371938",,,,,,,,False,0.5351189769898925,0.0,ok,0.9232605961584669,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1026,center_alpha,"0.000000,3.789318,3.245003","1.000000,0.511955,0.580316",,,,,,"1.000000,0.705951,0.768629",,"0,9,15","0.752687,0.106855,0.140459",,,,,,,,False,0.7526867154251046,0.0,ok,0.728498623258637,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1027,center_alpha,"0.000000,2.552989,1.122795","1.000000,0.552081,0.654252",,,,,,"1.000000,0.693027,0.727711",,"0,10,15","0.705464,0.117587,0.176949",,,,,,,,False,0.7054637058873804,0.0,ok,0.8042973870451446,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1028,center_alpha,"0.000000,2.474700,1.505740","1.000000,0.503751,0.802979",,,,,,"1.000000,0.628414,0.923886",,"0,15,28","0.628103,0.086289,0.285608",,,,,,,,False,0.6281029379596234,0.0,ok,0.861418552875817,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1029,center_alpha,"0.000000,6.061954,3.703091","1.000000,0.349267,0.546870",,,,,,"1.000000,0.560991,0.749381",,"0,8,15","0.808212,0.059853,0.131935",,,,,,,,True,0.8082123542605135,0.0,ok,0.6078578302205965,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1030,center_alpha,"0.000000,1.574385,0.407547","1.000000,0.641214,0.936440",,,,,,"1.000000,0.742166,0.974604",,"0,15,29","0.496626,0.118237,0.385136",,,,,,,,False,0.49662634783850845,0.0,ok,0.9675222746933869,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1031,center_alpha,"0.000000,3.602535,2.311467","1.000000,0.514744,0.598388",,,,,,"1.000000,0.700182,0.736703",,"0,10,15","0.743962,0.106801,0.149238",,,,,,,,False,0.7439615731626303,0.0,ok,0.7428114923467839,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1032,center_alpha,"0.000000,4.022075,2.341689","1.000000,0.475304,0.592506",,,,,,"1.000000,0.666474,0.731252",,"0,9,15","0.758415,0.092986,0.148599",,,,,,,,False,0.7584150759915803,0.0,ok,0.7138948967683809,cine_motion_descriptor_temporal_refiner,descriptor_only
Case1033,center_alpha,"0.000000,2.148417,1.376784","1.000000,0.675708,0.762734",,,,,,"1.000000,0.820878,0.867746",,"0,7,15","0.602262,0.164601,0.233137",,,,,,,,False,0.6022619150218701,0.0,ok,0.9418404225493604,cine_motion_descriptor_temporal_refiner,descriptor_only
