case_id,center,class_id,component_count,dice,empty_prediction,gt_voxels,hd95,metric_name,pred_voxels,variant,volume_ratio
Case1028,center_alpha,2,1,0.9281205164992826,False,13364,3.3050590910601287,class_2_lv,14516,cine_reference_control_recheck,1.0862017360071834
Case1028,center_alpha,3,0,0.0,True,1549,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1028,center_alpha,1,2,0.7819428936034455,False,15836,3.5055445432662964,class_1_myocardium,15509,cine_deformable_or_feature_warp,0.9793508461732761
Case1028,center_alpha,2,1,0.9160235723305739,False,13364,3.5055445432662964,class_2_lv,15144,cine_deformable_or_feature_warp,1.1331936545944328
Case1028,center_alpha,3,0,0.0,True,1549,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1028,center_alpha,1,2,0.7905120235563553,False,15836,3.5055445432662964,class_1_myocardium,14729,cine_motion_descriptor_temporal_refiner,0.9300959838343016
Case1028,center_alpha,2,1,0.9281205164992826,False,13364,3.3050590910601287,class_2_lv,14516,cine_motion_descriptor_temporal_refiner,1.0862017360071834
Case1028,center_alpha,3,0,0.0,True,1549,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1029,center_alpha,1,1,0.7663791673577708,False,12328,4.6740593910217285,class_1_myocardium,11788,cine_reference_control_recheck,0.9561972744970798
Case1029,center_alpha,2,1,0.9349052203044824,False,11770,5.225757264597927,class_2_lv,11811,cine_reference_control_recheck,1.0034834324553952
Case1029,center_alpha,3,0,0.0,True,2218,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1029,center_alpha,1,2,0.7652700656234225,False,12328,4.213140199723208,class_1_myocardium,13425,cine_deformable_or_feature_warp,1.088984425697599
Case1029,center_alpha,2,1,0.9364800196327048,False,11770,3.5055445432662964,class_2_lv,12679,cine_deformable_or_feature_warp,1.0772302463891248
Case1029,center_alpha,3,0,0.0,True,2218,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1029,center_alpha,1,1,0.7663791673577708,False,12328,4.6740593910217285,class_1_myocardium,11788,cine_motion_descriptor_temporal_refiner,0.9561972744970798
Case1029,center_alpha,2,1,0.9349052203044824,False,11770,5.225757264597927,class_2_lv,11811,cine_motion_descriptor_temporal_refiner,1.0034834324553952
Case1029,center_alpha,3,0,0.0,True,2218,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1030,center_alpha,1,1,0.7224905440791388,False,8272,4.213140199723208,class_1_myocardium,8913,cine_reference_control_recheck,1.077490328820116
Case1030,center_alpha,2,1,0.9208260708815296,False,10065,3.3050590910601287,class_2_lv,8868,cine_reference_control_recheck,0.8810730253353204
Case1030,center_alpha,3,0,0.0,True,1969,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1030,center_alpha,1,1,0.7438409695871325,False,8272,4.213140199723208,class_1_myocardium,9385,cine_deformable_or_feature_warp,1.1345502901353965
Case1030,center_alpha,2,1,0.9395049952306843,False,10065,2.6128786322989637,class_2_lv,9854,cine_deformable_or_feature_warp,0.979036264282166
Case1030,center_alpha,3,0,0.0,True,1969,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1030,center_alpha,1,1,0.7106676003734828,False,8272,4.213140199723208,class_1_myocardium,8864,cine_motion_descriptor_temporal_refiner,1.0715667311411992
Case1030,center_alpha,2,1,0.9177572082136397,False,10065,3.3050590910601287,class_2_lv,8733,cine_motion_descriptor_temporal_refiner,0.8676602086438152
Case1030,center_alpha,3,0,0.0,True,1969,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1031,center_alpha,1,1,0.7048558768443652,False,11118,3.5055445432662964,class_1_myocardium,10773,cine_reference_control_recheck,0.9689692390717755
Case1031,center_alpha,2,1,0.925645190398845,False,10870,3.3050590910601287,class_2_lv,11294,cine_reference_control_recheck,1.0390064397424104
Case1031,center_alpha,3,0,0.0,True,2655,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1031,center_alpha,1,6,0.6940198219385184,False,11118,4.213140199723208,class_1_myocardium,12694,cine_deformable_or_feature_warp,1.1417521136895126
Case1031,center_alpha,2,1,0.916122729896541,False,10870,3.5055445432662964,class_2_lv,11651,cine_deformable_or_feature_warp,1.0718491260349585
Case1031,center_alpha,3,0,0.0,True,2655,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1031,center_alpha,1,1,0.7048558768443652,False,11118,3.5055445432662964,class_1_myocardium,10773,cine_motion_descriptor_temporal_refiner,0.9689692390717755
Case1031,center_alpha,2,1,0.925645190398845,False,10870,3.3050590910601287,class_2_lv,11294,cine_motion_descriptor_temporal_refiner,1.0390064397424104
Case1031,center_alpha,3,0,0.0,True,2655,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1032,center_alpha,1,1,0.7932013597280544,False,11927,2.3370296955108643,class_1_myocardium,13078,cine_reference_control_recheck,1.096503731030435
Case1032,center_alpha,2,1,0.9442054176849206,False,14453,2.3370296955108643,class_2_lv,14600,cine_reference_control_recheck,1.0101708987753408
Case1032,center_alpha,3,0,0.0,True,1443,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1032,center_alpha,1,1,0.7643277779916092,False,11927,3.3050590910601287,class_1_myocardium,14054,cine_deformable_or_feature_warp,1.178334870461977
Case1032,center_alpha,2,1,0.938900684123614,False,14453,2.3370296955108643,class_2_lv,15220,cine_deformable_or_feature_warp,1.053068567079499
Case1032,center_alpha,3,0,0.0,True,1443,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1032,center_alpha,1,1,0.7932013597280544,False,11927,2.3370296955108643,class_1_myocardium,13078,cine_motion_descriptor_temporal_refiner,1.096503731030435
Case1032,center_alpha,2,1,0.9442054176849206,False,14453,2.3370296955108643,class_2_lv,14600,cine_motion_descriptor_temporal_refiner,1.0101708987753408
Case1032,center_alpha,3,0,0.0,True,1443,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1033,center_alpha,1,1,0.6340129855336599,False,10264,3.5055445432662964,class_1_myocardium,16073,cine_reference_control_recheck,1.5659586905689789
Case1033,center_alpha,2,1,0.9470803568255323,False,14261,2.3370296955108643,class_2_lv,13876,cine_reference_control_recheck,0.9730032957015637
Case1033,center_alpha,3,0,0.0,True,6022,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1033,center_alpha,1,2,0.624715529386266,False,10264,4.213140199723208,class_1_myocardium,17419,cine_deformable_or_feature_warp,1.6970966484801246
Case1033,center_alpha,2,1,0.9470877192982456,False,14261,2.3370296955108643,class_2_lv,14239,cine_deformable_or_feature_warp,0.9984573311829466
Case1033,center_alpha,3,0,0.0,True,6022,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1033,center_alpha,1,1,0.6340129855336599,False,10264,3.5055445432662964,class_1_myocardium,16073,cine_motion_descriptor_temporal_refiner,1.5659586905689789
Case1033,center_alpha,2,1,0.9470803568255323,False,14261,2.3370296955108643,class_2_lv,13876,cine_motion_descriptor_temporal_refiner,0.9730032957015637
Case1033,center_alpha,3,0,0.0,True,6022,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1034,center_alpha,1,1,0.8356758796339968,False,10301,2.3370296955108643,class_1_myocardium,10901,cine_reference_control_recheck,1.0582467721580429
Case1034,center_alpha,2,1,0.9645786390265886,False,11241,1.1685148477554321,class_2_lv,10949,cine_reference_control_recheck,0.9740236633751446
Case1034,center_alpha,3,0,0.0,True,925,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1034,center_alpha,1,5,0.7609104911860346,False,10301,4.213140199723208,class_1_myocardium,13071,cine_deformable_or_feature_warp,1.2689059314629647
Case1034,center_alpha,2,1,0.9501832140987612,False,11241,1.6525295455300644,class_2_lv,11683,cine_deformable_or_feature_warp,1.0393203451650208
Case1034,center_alpha,3,0,0.0,True,925,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1034,center_alpha,1,1,0.8356758796339968,False,10301,2.3370296955108643,class_1_myocardium,10901,cine_motion_descriptor_temporal_refiner,1.0582467721580429
Case1034,center_alpha,2,1,0.9645786390265886,False,11241,1.1685148477554321,class_2_lv,10949,cine_motion_descriptor_temporal_refiner,0.9740236633751446
Case1034,center_alpha,3,0,0.0,True,925,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1035,center_alpha,1,3,0.6924564796905223,False,5452,6.0,class_1_myocardium,4888,cine_reference_control_recheck,0.896551724137931
Case1035,center_alpha,2,1,0.9142596533900882,False,7029,5.842574238777161,class_2_lv,6127,cine_reference_control_recheck,0.8716744913928013
Case1035,center_alpha,3,0,0.0,True,377,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1035,center_alpha,1,3,0.8168607121611285,False,5452,2.6128786322989637,class_1_myocardium,6315,cine_deformable_or_feature_warp,1.1582905355832722
Case1035,center_alpha,2,1,0.9593298009451525,False,7029,1.1685148477554321,class_2_lv,6937,cine_deformable_or_feature_warp,0.9869113671930574
Case1035,center_alpha,3,0,0.0,True,377,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1035,center_alpha,1,3,0.6924564796905223,False,5452,6.0,class_1_myocardium,4888,cine_motion_descriptor_temporal_refiner,0.896551724137931
Case1035,center_alpha,2,1,0.9142596533900882,False,7029,5.842574238777161,class_2_lv,6127,cine_motion_descriptor_temporal_refiner,0.8716744913928013
Case1035,center_alpha,3,0,0.0,True,377,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1036,center_alpha,1,1,0.7154768995150175,False,10131,6.0,class_1_myocardium,13375,cine_reference_control_recheck,1.3202053104333236
Case1036,center_alpha,2,1,0.9506416242952509,False,14607,2.6128786322989637,class_2_lv,14304,cine_reference_control_recheck,0.9792565208461697
Case1036,center_alpha,3,0,0.0,True,4320,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1036,center_alpha,1,2,0.7011981718614897,False,10131,6.0,class_1_myocardium,14156,cine_deformable_or_feature_warp,1.3972954298687197
Case1036,center_alpha,2,1,0.9490571157237824,False,14607,2.6128786322989637,class_2_lv,14877,cine_deformable_or_feature_warp,1.0184842883548983
Case1036,center_alpha,3,0,0.0,True,4320,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1036,center_alpha,1,1,0.7154768995150175,False,10131,6.0,class_1_myocardium,13375,cine_motion_descriptor_temporal_refiner,1.3202053104333236
Case1036,center_alpha,2,1,0.9506416242952509,False,14607,2.6128786322989637,class_2_lv,14304,cine_motion_descriptor_temporal_refiner,0.9792565208461697
Case1036,center_alpha,3,0,0.0,True,4320,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1037,center_alpha,1,1,0.7443398826633066,False,11467,5.842574238777161,class_1_myocardium,13930,cine_reference_control_recheck,1.2147902677247755
Case1037,center_alpha,2,1,0.9519105796724721,False,17476,5.842574238777161,class_2_lv,17147,cine_reference_control_recheck,0.9811741817349507
Case1037,center_alpha,3,0,0.0,True,2794,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1037,center_alpha,1,1,0.7070318175214296,False,11467,6.0,class_1_myocardium,16065,cine_deformable_or_feature_warp,1.4009767157931456
Case1037,center_alpha,2,1,0.9485049833887044,False,17476,5.842574238777161,class_2_lv,17440,cine_deformable_or_feature_warp,0.997940032043946
Case1037,center_alpha,3,0,0.0,True,2794,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1037,center_alpha,1,1,0.7443398826633066,False,11467,5.842574238777161,class_1_myocardium,13930,cine_motion_descriptor_temporal_refiner,1.2147902677247755
Case1037,center_alpha,2,1,0.9519105796724721,False,17476,5.842574238777161,class_2_lv,17147,cine_motion_descriptor_temporal_refiner,0.9811741817349507
Case1037,center_alpha,3,0,0.0,True,2794,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1038,center_alpha,1,1,0.732896992364033,False,11914,3.5055445432662964,class_1_myocardium,13754,cine_reference_control_recheck,1.1544401544401544
Case1038,center_alpha,2,1,0.933754333828628,False,15569,2.6128786322989637,class_2_lv,16735,cine_reference_control_recheck,1.0748924144132572
Case1038,center_alpha,3,0,0.0,True,2679,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1038,center_alpha,1,1,0.7124300111982083,False,11914,4.213140199723208,class_1_myocardium,14876,cine_deformable_or_feature_warp,1.2486150747020313
Case1038,center_alpha,2,1,0.9287751034799938,False,15569,3.3050590910601287,class_2_lv,17046,cine_deformable_or_feature_warp,1.0948680069368617
Case1038,center_alpha,3,0,0.0,True,2679,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1038,center_alpha,1,1,0.732896992364033,False,11914,3.5055445432662964,class_1_myocardium,13754,cine_motion_descriptor_temporal_refiner,1.1544401544401544
Case1038,center_alpha,2,1,0.933754333828628,False,15569,2.6128786322989637,class_2_lv,16735,cine_motion_descriptor_temporal_refiner,1.0748924144132572
Case1038,center_alpha,3,0,0.0,True,2679,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1039,center_alpha,1,1,0.7483913819585704,False,11447,3.3050590910601287,class_1_myocardium,12642,cine_reference_control_recheck,1.1043941644098891
Case1039,center_alpha,2,1,0.9409247796445789,False,16626,2.6128786322989637,class_2_lv,18431,cine_reference_control_recheck,1.108564898351979
Case1039,center_alpha,3,0,0.0,True,2599,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1039,center_alpha,1,7,0.7328920115339317,False,11447,3.3050590910601287,class_1_myocardium,13176,cine_deformable_or_feature_warp,1.151043941644099
Case1039,center_alpha,2,1,0.9359304662948388,False,16626,2.6128786322989637,class_2_lv,18695,cine_deformable_or_feature_warp,1.1244436424876698
Case1039,center_alpha,3,0,0.0,True,2599,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1039,center_alpha,1,1,0.7483913819585704,False,11447,3.3050590910601287,class_1_myocardium,12642,cine_motion_descriptor_temporal_refiner,1.1043941644098891
Case1039,center_alpha,2,1,0.9409247796445789,False,16626,2.6128786322989637,class_2_lv,18431,cine_motion_descriptor_temporal_refiner,1.108564898351979
Case1039,center_alpha,3,0,0.0,True,2599,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case1040,center_alpha,1,1,0.6470058532192706,False,14866,6.112726637878133,class_1_myocardium,16228,cine_reference_control_recheck,1.0916184582268262
Case1040,center_alpha,2,1,0.8547137578959915,False,11042,8.262647727650322,class_2_lv,14129,cine_reference_control_recheck,1.2795689186741532
Case1040,center_alpha,3,0,0.0,True,5263,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case1040,center_alpha,1,1,0.6164601986998651,False,14866,7.0430296185282035,class_1_myocardium,17746,cine_deformable_or_feature_warp,1.1937306605677385
Case1040,center_alpha,2,1,0.8267032464563329,False,11042,10.344186839481141,class_2_lv,15202,cine_deformable_or_feature_warp,1.3767433435971743
Case1040,center_alpha,3,0,0.0,True,5263,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case1040,center_alpha,1,1,0.6470058532192706,False,14866,6.112726637878133,class_1_myocardium,16228,cine_motion_descriptor_temporal_refiner,1.0916184582268262
Case1040,center_alpha,2,1,0.8547137578959915,False,11042,8.262647727650322,class_2_lv,14129,cine_motion_descriptor_temporal_refiner,1.2795689186741532
Case1040,center_alpha,3,0,0.0,True,5263,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case2001,center_beta,1,3,0.45063025210084034,False,4211,14.273552897366086,class_1_myocardium,3405,cine_reference_control_recheck,0.8085965328900498
Case2001,center_beta,2,1,0.787531515012606,False,5282,14.055695646557332,class_2_lv,3444,cine_reference_control_recheck,0.6520257478227944
Case2001,center_beta,3,0,0.0,True,1395,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case2001,center_beta,1,2,0.5694527244545129,False,4211,10.650643496107394,class_1_myocardium,4176,cine_deformable_or_feature_warp,0.9916884350510567
Case2001,center_beta,2,1,0.8523921905170564,False,5282,14.00000286102295,class_2_lv,4040,cine_deformable_or_feature_warp,0.7648617947747065
Case2001,center_beta,3,0,0.0,True,1395,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case2001,center_beta,1,3,0.45063025210084034,False,4211,14.273552897366086,class_1_myocardium,3405,cine_motion_descriptor_temporal_refiner,0.8085965328900498
Case2001,center_beta,2,1,0.787531515012606,False,5282,14.055695646557332,class_2_lv,3444,cine_motion_descriptor_temporal_refiner,0.6520257478227944
Case2001,center_beta,3,0,0.0,True,1395,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case2002,center_beta,1,1,0.46760639739766874,False,4655,23.030631358561152,class_1_myocardium,2723,cine_reference_control_recheck,0.5849624060150376
Case2002,center_beta,2,2,0.661987439970447,False,3493,22.999996185302734,class_2_lv,1921,cine_reference_control_recheck,0.549957056971085
Case2002,center_beta,3,0,0.0,True,208,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case2002,center_beta,1,1,0.6628467248339628,False,4655,18.473164658498554,class_1_myocardium,3024,cine_deformable_or_feature_warp,0.649624060150376
Case2002,center_beta,2,1,0.8041002277904328,False,3493,19.60271944419557,class_2_lv,2653,cine_deformable_or_feature_warp,0.7595190380761523
Case2002,center_beta,3,0,0.0,True,208,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case2002,center_beta,1,1,0.46760639739766874,False,4655,23.030631358561152,class_1_myocardium,2723,cine_motion_descriptor_temporal_refiner,0.5849624060150376
Case2002,center_beta,2,2,0.661987439970447,False,3493,22.999996185302734,class_2_lv,1921,cine_motion_descriptor_temporal_refiner,0.549957056971085
Case2002,center_beta,3,0,0.0,True,208,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case2003,center_beta,1,1,0.14331619537275064,False,3138,24.07832454175416,class_1_myocardium,3086,cine_reference_control_recheck,0.9834289356277884
Case2003,center_beta,2,2,0.20287868403015763,False,5242,47.19973666478199,class_2_lv,594,cine_reference_control_recheck,0.11331552842426555
Case2003,center_beta,3,0,0.0,True,1449,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case2003,center_beta,1,1,0.39819987585350713,False,3138,18.434957451808778,class_1_myocardium,3306,cine_deformable_or_feature_warp,1.0535372848948374
Case2003,center_beta,2,1,0.5511724137931034,False,5242,19.584751721683887,class_2_lv,2008,cine_deformable_or_feature_warp,0.38305990080122093
Case2003,center_beta,3,0,0.0,True,1449,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case2003,center_beta,1,1,0.14331619537275064,False,3138,24.07832454175416,class_1_myocardium,3086,cine_motion_descriptor_temporal_refiner,0.9834289356277884
Case2003,center_beta,2,2,0.20287868403015763,False,5242,47.19973666478199,class_2_lv,594,cine_motion_descriptor_temporal_refiner,0.11331552842426555
Case2003,center_beta,3,0,0.0,True,1449,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case2004,center_beta,1,2,0.3796279573776413,False,3301,24.03253575173115,class_1_myocardium,2236,cine_reference_control_recheck,0.6773704937897607
Case2004,center_beta,2,1,0.8004667444574096,False,4472,12.00000286102295,class_2_lv,3241,cine_reference_control_recheck,0.7247316636851521
Case2004,center_beta,3,0,0.0,True,862,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case2004,center_beta,1,1,0.493689559088674,False,3301,24.03253575173115,class_1_myocardium,2800,cine_deformable_or_feature_warp,0.8482278097546199
Case2004,center_beta,2,1,0.8209143723162414,False,4472,12.00000286102295,class_2_lv,3446,cine_deformable_or_feature_warp,0.7705724508050089
Case2004,center_beta,3,0,0.0,True,862,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case2004,center_beta,1,2,0.3796279573776413,False,3301,24.03253575173115,class_1_myocardium,2236,cine_motion_descriptor_temporal_refiner,0.6773704937897607
Case2004,center_beta,2,1,0.8004667444574096,False,4472,12.00000286102295,class_2_lv,3241,cine_motion_descriptor_temporal_refiner,0.7247316636851521
Case2004,center_beta,3,0,0.0,True,862,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case2005,center_beta,1,1,0.10670731707317073,False,2672,16.194138509668463,class_1_myocardium,3232,cine_reference_control_recheck,1.2095808383233533
Case2005,center_beta,2,1,0.3769255981645362,False,4917,32.00000762939453,class_2_lv,1185,cine_reference_control_recheck,0.2410006101281269
Case2005,center_beta,3,0,0.0,True,2129,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case2005,center_beta,1,5,0.2032558874664138,False,2672,16.000003814697266,class_1_myocardium,3655,cine_deformable_or_feature_warp,1.3678892215568863
Case2005,center_beta,2,2,0.5152786099460755,False,4917,21.967308029668246,class_2_lv,1759,cine_deformable_or_feature_warp,0.35773845840959934
Case2005,center_beta,3,0,0.0,True,2129,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case2005,center_beta,1,1,0.10670731707317073,False,2672,16.194138509668463,class_1_myocardium,3232,cine_motion_descriptor_temporal_refiner,1.2095808383233533
Case2005,center_beta,2,1,0.3769255981645362,False,4917,32.00000762939453,class_2_lv,1185,cine_motion_descriptor_temporal_refiner,0.2410006101281269
Case2005,center_beta,3,0,0.0,True,2129,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case2006,center_beta,1,1,0.28674326873606587,False,3588,23.255431906047267,class_1_myocardium,2243,cine_reference_control_recheck,0.625139353400223
Case2006,center_beta,2,1,0.5978692291623146,False,3356,22.999998092651367,class_2_lv,1431,cine_reference_control_recheck,0.42640047675804527
Case2006,center_beta,3,0,,True,0,,class_3_scar_sanity,0,cine_reference_control_recheck,
Case2006,center_beta,1,1,0.46620787012528675,False,3588,23.31885317410593,class_1_myocardium,2079,cine_deformable_or_feature_warp,0.5794314381270903
Case2006,center_beta,2,1,0.7695692025664528,False,3356,22.999998092651367,class_2_lv,2099,cine_deformable_or_feature_warp,0.6254469606674613
Case2006,center_beta,3,0,,True,0,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,
Case2006,center_beta,1,1,0.28674326873606587,False,3588,23.255431906047267,class_1_myocardium,2243,cine_motion_descriptor_temporal_refiner,0.625139353400223
Case2006,center_beta,2,1,0.5978692291623146,False,3356,22.999998092651367,class_2_lv,1431,cine_motion_descriptor_temporal_refiner,0.42640047675804527
Case2006,center_beta,3,0,,True,0,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,
Case2007,center_beta,1,1,0.4829939460649422,False,4766,13.53005405277197,class_1_myocardium,4319,cine_reference_control_recheck,0.9062106588334032
Case2007,center_beta,2,1,0.8460724930295164,False,5903,11.999994277954102,class_2_lv,4498,cine_reference_control_recheck,0.7619854311367101
Case2007,center_beta,3,0,0.0,True,1961,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case2007,center_beta,1,1,0.5559426229508196,False,4766,12.064922820761481,class_1_myocardium,4994,cine_deformable_or_feature_warp,1.0478388585816198
Case2007,center_beta,2,1,0.8528138528138528,False,5903,11.999994277954102,class_2_lv,4723,cine_deformable_or_feature_warp,0.8001016432322547
Case2007,center_beta,3,0,0.0,True,1961,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case2007,center_beta,1,1,0.4829939460649422,False,4766,13.53005405277197,class_1_myocardium,4319,cine_motion_descriptor_temporal_refiner,0.9062106588334032
Case2007,center_beta,2,1,0.8460724930295164,False,5903,11.999994277954102,class_2_lv,4498,cine_motion_descriptor_temporal_refiner,0.7619854311367101
Case2007,center_beta,3,0,0.0,True,1961,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case2008,center_beta,1,1,0.4723926380368098,False,3168,23.243952713298157,class_1_myocardium,3026,cine_reference_control_recheck,0.9551767676767676
Case2008,center_beta,2,2,0.825234837063667,False,4941,7.594379973046313,class_2_lv,3682,cine_reference_control_recheck,0.7451932807124064
Case2008,center_beta,3,0,0.0,True,1008,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case2008,center_beta,1,1,0.5316808675445391,False,3168,23.274266776593432,class_1_myocardium,3287,cine_deformable_or_feature_warp,1.0375631313131313
Case2008,center_beta,2,2,0.8287663313677882,False,4941,7.125,class_2_lv,3708,cine_deformable_or_feature_warp,0.7504553734061931
Case2008,center_beta,3,0,0.0,True,1008,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case2008,center_beta,1,1,0.4723926380368098,False,3168,23.243952713298157,class_1_myocardium,3026,cine_motion_descriptor_temporal_refiner,0.9551767676767676
Case2008,center_beta,2,2,0.825234837063667,False,4941,7.594379973046313,class_2_lv,3682,cine_motion_descriptor_temporal_refiner,0.7451932807124064
Case2008,center_beta,3,0,0.0,True,1008,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case2009,center_beta,1,1,0.36084573218480814,False,4180,23.304539525594578,class_1_myocardium,2205,cine_reference_control_recheck,0.527511961722488
Case2009,center_beta,2,1,0.6620749031424882,False,3105,23.06122963980889,class_2_lv,1541,cine_reference_control_recheck,0.4962962962962963
Case2009,center_beta,3,0,0.0,True,255,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case2009,center_beta,1,2,0.49963836250542454,False,4180,23.0,class_1_myocardium,2733,cine_deformable_or_feature_warp,0.6538277511961722
Case2009,center_beta,2,1,0.7317172540232226,False,3105,23.0,class_2_lv,1804,cine_deformable_or_feature_warp,0.5809983896940418
Case2009,center_beta,3,0,0.0,True,255,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case2009,center_beta,1,1,0.36084573218480814,False,4180,23.304539525594578,class_1_myocardium,2205,cine_motion_descriptor_temporal_refiner,0.527511961722488
Case2009,center_beta,2,1,0.6620749031424882,False,3105,23.06122963980889,class_2_lv,1541,cine_motion_descriptor_temporal_refiner,0.4962962962962963
Case2009,center_beta,3,0,0.0,True,255,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case2010,center_beta,1,1,0.32553153475075935,False,3486,14.91852427305122,class_1_myocardium,2111,cine_reference_control_recheck,0.6055651176133103
Case2010,center_beta,2,1,0.7732558139534884,False,3213,13.999995231628418,class_2_lv,2291,cine_reference_control_recheck,0.7130407718643013
Case2010,center_beta,3,0,0.0,True,1306,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
Case2010,center_beta,1,4,0.4783027965284474,False,3486,14.055688047392715,class_1_myocardium,2736,cine_deformable_or_feature_warp,0.7848537005163512
Case2010,center_beta,2,1,0.7817659727207465,False,3213,13.999995231628418,class_2_lv,2359,cine_deformable_or_feature_warp,0.7342047930283224
Case2010,center_beta,3,0,0.0,True,1306,,class_3_scar_sanity,0,cine_deformable_or_feature_warp,0.0
Case2010,center_beta,1,1,0.32553153475075935,False,3486,14.91852427305122,class_1_myocardium,2111,cine_motion_descriptor_temporal_refiner,0.6055651176133103
Case2010,center_beta,2,1,0.7732558139534884,False,3213,13.999995231628418,class_2_lv,2291,cine_motion_descriptor_temporal_refiner,0.7130407718643013
Case2010,center_beta,3,0,0.0,True,1306,,class_3_scar_sanity,0,cine_motion_descriptor_temporal_refiner,0.0
Case2011,center_beta,1,6,0.009422110552763818,False,2921,29.335345574920368,class_1_myocardium,263,cine_reference_control_recheck,0.09003765833618624
Case2011,center_beta,2,1,0.21523410202655485,False,2554,17.608591652940333,class_2_lv,308,cine_reference_control_recheck,0.12059514487079091
Case2011,center_beta,3,0,0.0,True,1072,,class_3_scar_sanity,0,cine_reference_control_recheck,0.0
