matrix_variant,case_id,decode_mode,metric_name,final_dice,final_hd95,final_component_count,final_remote_fp_count,proposal_threshold,proposal_recall,proposal_precision,lesion_wise_recall,proposal_remote_fp_count,roi_gt_coverage,roi_pred_coverage,roi_outside_myocardium_ratio
srr_propref_shared_dual_dict,Case1002,argmax,myops_edema,1.0,0.0,0,0,0.5,,,,0,,,
srr_propref_shared_dual_dict,Case1002,argmax,myops_scar,0.6167400881057269,4.323466070663145,3,0,0.5,0.5067895247332687,0.7880844645550528,1.0,0,0.5111542192046556,1.0,0.19948018193632228
srr_propref_shared_dual_dict,Case1002,pathology_aware,myops_edema,1.0,0.0,0,0,0.5,,,,0,,,
srr_propref_shared_dual_dict,Case1002,pathology_aware,myops_scar,0.6167400881057269,4.323466070663145,3,0,0.5,0.5067895247332687,0.7880844645550528,1.0,0,0.5111542192046556,1.0,0.19948018193632228
srr_propref_shared_dual_dict,Case2002,argmax,myops_edema,0.5375065570904004,17.453201935819685,5,0,0.5,0.5096153846153846,0.5688378978534419,0.4,0,0.5749336870026526,1.0,0.6811369509043927
srr_propref_shared_dual_dict,Case2002,argmax,myops_scar,0.5595754944524843,21.499215876814937,5,0,0.5,0.5721442885771543,0.5500963391136802,1.0,0,0.5821643286573146,1.0,0.04553734061930783
srr_propref_shared_dual_dict,Case2002,pathology_aware,myops_edema,0.5375065570904004,17.453201935819685,5,0,0.5,0.5096153846153846,0.5688378978534419,0.4,0,0.5749336870026526,1.0,0.6811369509043927
srr_propref_shared_dual_dict,Case2002,pathology_aware,myops_scar,0.5595754944524843,21.499215876814937,5,0,0.5,0.5721442885771543,0.5500963391136802,1.0,0,0.5821643286573146,1.0,0.04553734061930783
srr_propref_shared_dual_dict,Case3004,argmax,myops_edema,0.4529561972107641,9.222044972510458,4,0,0.5,0.34448760083657004,0.6615031554790591,0.21428571428571427,0,0.4580221093516582,1.0,0.8339284790146457
srr_propref_shared_dual_dict,Case3004,argmax,myops_scar,0.6244326031182159,24.000003814697266,1,0,0.5,0.6792777300085985,0.5768528660094925,1.0,0,0.7983662940670679,1.0,0.21051396385824925
srr_propref_shared_dual_dict,Case3004,pathology_aware,myops_edema,0.4529561972107641,9.222044972510458,4,0,0.5,0.34448760083657004,0.6615031554790591,0.21428571428571427,0,0.4580221093516582,1.0,0.8339284790146457
srr_propref_shared_dual_dict,Case3004,pathology_aware,myops_scar,0.6247040252565115,24.000003814697266,1,0,0.5,0.6792777300085985,0.5768528660094925,1.0,0,0.7983662940670679,1.0,0.21051396385824925
srr_propref_shared_dual_dict,Case3011,argmax,myops_edema,0.26678765880217786,34.26613348722458,6,0,0.5,0.3387096774193548,0.2198952879581152,0.07692307692307693,0,0.597926267281106,1.0,0.760028083313831
srr_propref_shared_dual_dict,Case3011,argmax,myops_scar,0.6391974202794697,10.95906156483058,3,0,0.5,0.5652591170825336,0.7307692307692307,1.0,0,0.572296865003199,0.9995928338762216,0.4829337667614791
srr_propref_shared_dual_dict,Case3011,pathology_aware,myops_edema,0.26678765880217786,34.26613348722458,6,0,0.5,0.3387096774193548,0.2198952879581152,0.07692307692307693,0,0.597926267281106,1.0,0.760028083313831
srr_propref_shared_dual_dict,Case3011,pathology_aware,myops_scar,0.6391974202794697,10.95906156483058,3,0,0.5,0.5652591170825336,0.7307692307692307,1.0,0,0.572296865003199,0.9995928338762216,0.4829337667614791
srr_propref_no_proto_cascade,Case1002,argmax,myops_edema,1.0,0.0,0,0,0.5,,,,0,,,
srr_propref_no_proto_cascade,Case1002,argmax,myops_scar,0.6167400881057269,4.323466070663145,3,0,0.5,0.39282250242483024,0.8223350253807107,1.0,0,0.6231813773035888,1.0,0.8416793120890238
srr_propref_no_proto_cascade,Case1002,pathology_aware,myops_edema,1.0,0.0,0,0,0.5,,,,0,,,
srr_propref_no_proto_cascade,Case1002,pathology_aware,myops_scar,0.6167400881057269,4.323466070663145,3,0,0.5,0.39282250242483024,0.8223350253807107,1.0,0,0.6231813773035888,1.0,0.8416793120890238
srr_propref_no_proto_cascade,Case2002,argmax,myops_edema,0.5374125874125875,17.453201935819685,5,0,0.5,0.5689655172413793,0.5342465753424658,0.6,0,0.991710875331565,1.0,0.9594183059052267
srr_propref_no_proto_cascade,Case2002,argmax,myops_scar,0.5588803088803089,21.513488579324644,5,0,0.5,0.503006012024048,0.5976190476190476,1.0,0,0.5971943887775552,1.0,0.8130258195532347
srr_propref_no_proto_cascade,Case2002,pathology_aware,myops_edema,0.5311374163664436,18.571790468179817,4,0,0.5,0.5689655172413793,0.5342465753424658,0.6,0,0.991710875331565,1.0,0.9594183059052267
srr_propref_no_proto_cascade,Case2002,pathology_aware,myops_scar,0.5593795443528842,21.203877516248358,5,0,0.5,0.503006012024048,0.5976190476190476,1.0,0,0.5971943887775552,1.0,0.8130258195532347
srr_propref_no_proto_cascade,Case3004,argmax,myops_edema,0.4529561972107641,9.222044972510458,4,0,0.5,0.39587690469076786,0.604470802919708,0.42857142857142855,0,1.0,1.0,0.9328169755914545
srr_propref_no_proto_cascade,Case3004,argmax,myops_scar,0.6241610738255033,24.000003814697266,1,0,0.5,0.6130696474634566,0.5697163403915302,1.0,0,0.8490971625107481,1.0,0.8128714084420756
srr_propref_no_proto_cascade,Case3004,pathology_aware,myops_edema,0.4728638497652582,8.312639003255338,1,0,0.5,0.39587690469076786,0.604470802919708,0.42857142857142855,0,1.0,1.0,0.9328169755914545
srr_propref_no_proto_cascade,Case3004,pathology_aware,myops_scar,0.6247748649189514,24.000003814697266,1,0,0.5,0.6130696474634566,0.5697163403915302,1.0,0,0.8490971625107481,1.0,0.8128714084420756
srr_propref_no_proto_cascade,Case3011,argmax,myops_edema,0.26666666666666666,34.26613348722458,7,0,0.5,0.39285714285714285,0.18128654970760233,0.07692307692307693,25,0.978110599078341,1.0,0.9421382545040109
srr_propref_no_proto_cascade,Case3011,argmax,myops_scar,0.6389535925461387,10.960275328815657,3,0,0.5,0.5134357005758158,0.7531675269826372,1.0,0,0.6298784388995522,1.0,0.786792790642158
srr_propref_no_proto_cascade,Case3011,pathology_aware,myops_edema,0.2821180555555556,34.000419178566844,6,0,0.5,0.39285714285714285,0.18128654970760233,0.07692307692307693,25,0.978110599078341,1.0,0.9421382545040109
srr_propref_no_proto_cascade,Case3011,pathology_aware,myops_scar,0.6397694524495677,11.065195087011137,3,0,0.5,0.5134357005758158,0.7531675269826372,1.0,0,0.6298784388995522,1.0,0.786792790642158
srr_propref_scar_precision,Case1002,argmax,myops_edema,1.0,0.0,0,0,0.5,,,,0,,,
srr_propref_scar_precision,Case1002,argmax,myops_scar,0.6167400881057269,4.323466070663145,3,0,0.5,0.5033947623666344,0.7869598180439727,1.0,0,0.5169738118331717,1.0,0.08838568298027757
srr_propref_scar_precision,Case1002,pathology_aware,myops_edema,1.0,0.0,0,0,0.5,,,,0,,,
srr_propref_scar_precision,Case1002,pathology_aware,myops_scar,0.6167400881057269,4.323466070663145,3,0,0.5,0.5033947623666344,0.7869598180439727,1.0,0,0.5169738118331717,1.0,0.08838568298027757
srr_propref_scar_precision,Case2002,argmax,myops_edema,0.5375065570904004,17.453201935819685,5,0,0.5,0.5096153846153846,0.5688378978534419,0.4,0,0.5716180371352785,1.0,0.6920762286860582
srr_propref_scar_precision,Case2002,argmax,myops_scar,0.5595754944524843,21.499215876814937,5,0,0.5,0.5711422845691383,0.5544747081712063,1.0,0,0.5821643286573146,1.0,0.03764921946740129
