matrix_variant,case_id,decode_mode,metric_name,final_dice,final_hd95,final_component_count,final_remote_fp_count,proposal_threshold,proposal_recall,proposal_precision,lesion_wise_recall,proposal_remote_fp_count,roi_gt_coverage,roi_pred_coverage,roi_outside_myocardium_ratio
srr_propref_scar_precision,Case2002,pathology_aware,myops_edema,0.5375065570904004,17.453201935819685,5,0,0.5,0.5096153846153846,0.5688378978534419,0.4,0,0.5716180371352785,1.0,0.6920762286860582
srr_propref_scar_precision,Case2002,pathology_aware,myops_scar,0.5595754944524843,21.499215876814937,5,0,0.5,0.5711422845691383,0.5544747081712063,1.0,0,0.5821643286573146,1.0,0.03764921946740129
srr_propref_scar_precision,Case3004,argmax,myops_edema,0.4529561972107641,9.222044972510458,4,0,0.5,0.34448760083657004,0.6615031554790591,0.21428571428571427,0,0.48102778607708396,1.0,0.836961118435782
srr_propref_scar_precision,Case3004,argmax,myops_scar,0.6244326031182159,24.000003814697266,1,0,0.5,0.6766981943250215,0.5776146788990826,1.0,0,0.7867583834909716,1.0,0.1637259989621173
srr_propref_scar_precision,Case3004,pathology_aware,myops_edema,0.4529561972107641,9.222044972510458,4,0,0.5,0.34448760083657004,0.6615031554790591,0.21428571428571427,0,0.48102778607708396,1.0,0.836961118435782
srr_propref_scar_precision,Case3004,pathology_aware,myops_scar,0.6244326031182159,24.000003814697266,1,0,0.5,0.6766981943250215,0.5776146788990826,1.0,0,0.7867583834909716,1.0,0.1637259989621173
srr_propref_scar_precision,Case3011,argmax,myops_edema,0.26666666666666666,34.26613348722458,7,0,0.5,0.3387096774193548,0.2198952879581152,0.07692307692307693,0,0.6152073732718893,1.0,0.7535922870121442
srr_propref_scar_precision,Case3011,argmax,myops_scar,0.6389535925461387,10.960275328815657,3,0,0.5,0.5620601407549584,0.730865224625624,1.0,0,0.572296865003199,1.0,0.4385353095030514
srr_propref_scar_precision,Case3011,pathology_aware,myops_edema,0.26666666666666666,34.26613348722458,7,0,0.5,0.3387096774193548,0.2198952879581152,0.07692307692307693,0,0.6152073732718893,1.0,0.7535922870121442
srr_propref_scar_precision,Case3011,pathology_aware,myops_scar,0.6389535925461387,10.960275328815657,3,0,0.5,0.5620601407549584,0.730865224625624,1.0,0,0.572296865003199,1.0,0.4385353095030514
srr_v25_no_local_refine,Case1002,argmax,myops_edema,1.0,0.0,0,0,0.5,,,,0,,,
srr_v25_no_local_refine,Case1002,argmax,myops_scar,0.6167400881057269,4.323466070663145,3,0,0.5,0.5063045586808923,0.7885196374622356,1.0,0,0.511639185257032,1.0,0.23511166253101737
srr_v25_no_local_refine,Case1002,pathology_aware,myops_edema,1.0,0.0,0,0,0.5,,,,0,,,
srr_v25_no_local_refine,Case1002,pathology_aware,myops_scar,0.6167400881057269,4.323466070663145,3,0,0.5,0.5063045586808923,0.7885196374622356,1.0,0,0.511639185257032,1.0,0.23511166253101737
srr_v25_no_local_refine,Case2002,argmax,myops_edema,0.5376005596362364,17.453201935819685,5,0,0.5,0.5096153846153846,0.5688378978534419,0.4,0,0.5742705570291777,1.0,0.6879248300679728
srr_v25_no_local_refine,Case2002,argmax,myops_scar,0.5602700096432015,21.415372143918024,5,0,0.5,0.5721442885771543,0.5506268081002893,1.0,0,0.5821643286573146,1.0,0.05670567056705671
srr_v25_no_local_refine,Case2002,pathology_aware,myops_edema,0.5376005596362364,17.453201935819685,5,0,0.5,0.5096153846153846,0.5688378978534419,0.4,0,0.5742705570291777,1.0,0.6879248300679728
srr_v25_no_local_refine,Case2002,pathology_aware,myops_scar,0.5602700096432015,21.415372143918024,5,0,0.5,0.5721442885771543,0.5506268081002893,1.0,0,0.5821643286573146,1.0,0.05670567056705671
srr_v25_no_local_refine,Case3004,argmax,myops_edema,0.4530451866404715,9.222044972510458,4,0,0.5,0.34448760083657004,0.6615031554790591,0.21428571428571427,0,0.45742455930684195,1.0,0.8338790324627529
srr_v25_no_local_refine,Case3004,argmax,myops_scar,0.6244326031182159,24.000003814697266,1,0,0.5,0.6801375752364575,0.5775830595107704,1.0,0,0.8013757523645744,1.0,0.2516029184169799
srr_v25_no_local_refine,Case3004,pathology_aware,myops_edema,0.4530451866404715,9.222044972510458,4,0,0.5,0.34448760083657004,0.6615031554790591,0.21428571428571427,0,0.45742455930684195,1.0,0.8338790324627529
srr_v25_no_local_refine,Case3004,pathology_aware,myops_scar,0.6247040252565115,24.000003814697266,1,0,0.5,0.6801375752364575,0.5775830595107704,1.0,0,0.8013757523645744,1.0,0.2516029184169799
srr_v25_no_local_refine,Case3011,argmax,myops_edema,0.26666666666666666,34.26613348722458,7,0,0.5,0.3387096774193548,0.2198952879581152,0.07692307692307693,0,0.5967741935483871,1.0,0.7612325860319218
srr_v25_no_local_refine,Case3011,argmax,myops_scar,0.6389535925461387,10.960275328815657,3,0,0.5,0.5655790147152912,0.7299752270850537,1.0,0,0.572296865003199,1.0,0.5028270618054201
srr_v25_no_local_refine,Case3011,pathology_aware,myops_edema,0.26666666666666666,34.26613348722458,7,0,0.5,0.3387096774193548,0.2198952879581152,0.07692307692307693,0,0.5967741935483871,1.0,0.7612325860319218
srr_v25_no_local_refine,Case3011,pathology_aware,myops_scar,0.6389535925461387,10.960275328815657,3,0,0.5,0.5655790147152912,0.7299752270850537,1.0,0,0.572296865003199,1.0,0.5028270618054201
srr_v25_no_anatomy_roi,Case1002,argmax,myops_edema,1.0,0.0,0,0,0.5,,,,0,,,
srr_v25_no_anatomy_roi,Case1002,argmax,myops_scar,0.6167400881057269,4.323466070663145,3,0,0.5,0.5077594568380214,0.7830964846671653,1.0,0,1.0,1.0,0.968113891560767
srr_v25_no_anatomy_roi,Case1002,pathology_aware,myops_edema,1.0,0.0,0,0,0.5,,,,0,,,
srr_v25_no_anatomy_roi,Case1002,pathology_aware,myops_scar,0.6167400881057269,4.323466070663145,3,0,0.5,0.5077594568380214,0.7830964846671653,1.0,0,1.0,1.0,0.968113891560767
srr_v25_no_anatomy_roi,Case2002,argmax,myops_edema,0.5375065570904004,17.453201935819685,5,0,0.5,0.5096153846153846,0.5688378978534419,0.4,0,1.0,1.0,0.968738681637088
srr_v25_no_anatomy_roi,Case2002,argmax,myops_scar,0.5595754944524843,21.499215876814937,5,0,0.5,0.5731462925851704,0.5478927203065134,1.0,0,1.0,1.0,0.9687006580189926
srr_v25_no_anatomy_roi,Case2002,pathology_aware,myops_edema,0.5375065570904004,17.453201935819685,5,0,0.5,0.5096153846153846,0.5688378978534419,0.4,0,1.0,1.0,0.968738681637088
srr_v25_no_anatomy_roi,Case2002,pathology_aware,myops_scar,0.5595754944524843,21.499215876814937,5,0,0.5,0.5731462925851704,0.5478927203065134,1.0,0,1.0,1.0,0.9687006580189926
srr_v25_no_anatomy_roi,Case3004,argmax,myops_edema,0.452437106918239,9.222044972510458,4,0,0.5,0.34448760083657004,0.6615031554790591,0.21428571428571427,0,1.0,1.0,0.9560104037091485
srr_v25_no_anatomy_roi,Case3004,argmax,myops_scar,0.6244326031182159,24.000003814697266,1,0,0.5,0.679707652622528,0.577007299270073,1.0,0,1.0,1.0,0.9559723557474288
srr_v25_no_anatomy_roi,Case3004,pathology_aware,myops_edema,0.452437106918239,9.222044972510458,4,0,0.5,0.34448760083657004,0.6615031554790591,0.21428571428571427,0,1.0,1.0,0.9560104037091485
srr_v25_no_anatomy_roi,Case3004,pathology_aware,myops_scar,0.6247040252565115,24.000003814697266,1,0,0.5,0.679707652622528,0.577007299270073,1.0,0,1.0,1.0,0.9559723557474288
srr_v25_no_anatomy_roi,Case3011,argmax,myops_edema,0.26678765880217786,34.26613348722458,6,0,0.5,0.3387096774193548,0.2198952879581152,0.07692307692307693,0,1.0,1.0,0.9563797110733322
srr_v25_no_anatomy_roi,Case3011,argmax,myops_scar,0.6391974202794697,10.95906156483058,3,0,0.5,0.5662188099808061,0.7286949361877316,1.0,0,1.0,1.0,0.956341345126342
srr_v25_no_anatomy_roi,Case3011,pathology_aware,myops_edema,0.26678765880217786,34.26613348722458,6,0,0.5,0.3387096774193548,0.2198952879581152,0.07692307692307693,0,1.0,1.0,0.9563797110733322
srr_v25_no_anatomy_roi,Case3011,pathology_aware,myops_scar,0.6391974202794697,10.95906156483058,3,0,0.5,0.5662188099808061,0.7286949361877316,1.0,0,1.0,1.0,0.956341345126342
srr_v25_no_anchor,Case1002,argmax,myops_edema,1.0,0.0,0,0,0.5,,,,0,,,
srr_v25_no_anchor,Case1002,argmax,myops_scar,0.0,137.48211138516018,182,162,0.5,0.0,,0.0,0,0.0,0.0,1.0
srr_v25_no_anchor,Case1002,pathology_aware,myops_edema,1.0,0.0,0,0,0.5,,,,0,,,
srr_v25_no_anchor,Case1002,pathology_aware,myops_scar,0.0,137.48211138516018,182,162,0.5,0.0,,0.0,0,0.0,0.0,1.0
srr_v25_no_anchor,Case2002,argmax,myops_edema,0.0020431990659661413,163.76232591240733,3396,3015,0.5,0.0,,0.0,0,0.0,0.0,0.9682875264270613
srr_v25_no_anchor,Case2002,argmax,myops_scar,0.0,196.67904995297417,1660,1481,0.5,0.0,,0.0,0,0.0,0.0,1.0
srr_v25_no_anchor,Case2002,pathology_aware,myops_edema,0.0020431990659661413,163.76232591240733,3396,3015,0.5,0.0,,0.0,0,0.0,0.0,0.9682875264270613
srr_v25_no_anchor,Case2002,pathology_aware,myops_scar,0.0,196.67904995297417,1660,1481,0.5,0.0,,0.0,0,0.0,0.0,1.0
srr_v25_no_anchor,Case3004,argmax,myops_edema,0.007327458164174671,179.4879217170525,5787,5679,0.5,0.0,,0.0,0,0.033761577532118316,0.0,0.9053068343992812
srr_v25_no_anchor,Case3004,argmax,myops_scar,0.0,167.23563830349403,920,911,0.5,0.0,,0.0,0,0.011607910576096303,0.0,0.9807829181494662
srr_v25_no_anchor,Case3004,pathology_aware,myops_edema,0.007327458164174671,179.4879217170525,5787,5679,0.5,0.0,,0.0,0,0.033761577532118316,0.0,0.9053068343992812
srr_v25_no_anchor,Case3004,pathology_aware,myops_scar,0.0,167.23563830349403,920,911,0.5,0.0,,0.0,0,0.011607910576096303,0.0,0.9807829181494662
srr_v25_no_anchor,Case3011,argmax,myops_edema,0.0032002560204816384,212.1706769567104,9952,9848,0.5,0.0,,0.0,0,0.20967741935483872,0.0,0.8078202569220533
srr_v25_no_anchor,Case3011,argmax,myops_scar,0.0075075075075075074,149.74684442201752,709,650,0.5,0.0,,0.0,0,0.0,0.0,0.9975173783515392
srr_v25_no_anchor,Case3011,pathology_aware,myops_edema,0.0032002560204816384,212.1706769567104,9952,9848,0.5,0.0,,0.0,0,0.20967741935483872,0.0,0.8078202569220533
srr_v25_no_anchor,Case3011,pathology_aware,myops_scar,0.0075075075075075074,149.74684442201752,709,650,0.5,0.0,,0.0,0,0.0,0.0,0.9975173783515392
