case_id,fold,role,t2_present,care_scar_dice,nnunet_scar_dice,care_scar_hd95,nnunet_scar_hd95,care_scar_sensitivity,nnunet_scar_sensitivity,care_scar_precision,nnunet_scar_precision,care_pure_edema_dice,nnunet_pure_edema_dice,care_pure_edema_hd95,nnunet_pure_edema_hd95,care_pure_edema_sensitivity,nnunet_pure_edema_sensitivity,care_pure_edema_precision,nnunet_pure_edema_precision
Case1001,1,outer,False,0.5293913043478261,0.5508274231678487,28.185550406679223,29.12628040249722,0.42466517857142855,0.5200892857142857,0.7026777469990766,0.585427135678392,,,,,,,,
Case1003,1,outer,False,0.3743822075782537,0.4545294013773618,46.93164609208277,19.04289268900613,0.2506203473945409,0.3548387096774194,0.7396257119609438,0.6321218074656189,,,,,,,,
Case1004,1,outer,False,0.41670077773229636,0.5605466428995841,9.762580302169765,5.034498925621865,0.2705767697350935,0.4179144148135023,0.9059626223672501,0.8509832220819051,,,,,,,,
Case1005,1,outer,False,0.6857923497267759,0.6970069700697007,4.323466070663145,5.698854581902417,0.5939071280686188,0.7542147293700089,0.8113131313131313,0.6478658536585366,,,,,,,,
Case1006,1,outer,False,0.22477231329690345,0.33782752480284917,33.02560989851199,20.779244694384303,0.14196962724344225,0.30556833870225497,0.5393356643356644,0.37770193401592717,,,,,,,,
Case1036,1,outer,False,0.6612170753860127,0.7254218379584437,6.542103324713562,5.194004191920914,0.5405405405405406,0.7724977724977725,0.8512628624883068,0.6837539432176656,,,,,,,,
Case1038,1,outer,False,0.3237597911227154,0.31392931392931395,50.05861594784328,66.00125670445247,0.22450211225105612,0.27338563669281835,0.5803432137285491,0.36859235150528885,,,,,,,,
Case1043,1,outer,False,0.3199189345686161,0.46185074626865674,43.8114622856586,27.97074240261928,0.22184300341296928,0.3882754466974503,0.5734302023871303,0.5698291101944608,,,,,,,,
Case1054,1,outer,False,0.6590058792089791,0.6775067750677507,12.269425422163543,13.01084752317049,0.6506596306068602,0.7915567282321899,0.6675690308608554,0.5921831819976313,,,,,,,,
Case1056,1,outer,False,0.6675858265545291,0.7199029126213592,4.323466070663145,4.0,0.5968934911242604,0.7312623274161736,0.757272442915233,0.7088910133843213,,,,,,,,
Case1058,1,outer,False,0.5617310140008486,0.6765799256505576,7.658083699954954,4.1016000509262085,0.41211869682506747,0.6042747457978834,0.8818827708703375,0.7685405120084455,,,,,,,,
Case1063,1,outer,False,0.6307600239377619,0.688735769922109,5.661748676802908,4.788532526532354,0.5429790992051811,0.6767736237856933,0.752396491943708,0.7011283928026838,,,,,,,,
Case1069,1,outer,False,0.18845200141693233,0.4665144596651446,46.15309921874853,15.50735167902653,0.10549276224469561,0.36466389054134446,0.8822553897180763,0.6473072861668426,,,,,,,,
Case1072,1,outer,False,0.5758670520231214,0.6285007310763694,9.859019530040102,6.836000084877014,0.49926915848820214,0.583420338275214,0.6802275960170697,0.6811311555338859,,,,,,,,
Case1074,1,outer,False,0.4476107732406603,0.4990026595744681,30.400581409460926,25.85509104250695,0.32304991221469775,0.37647353900175573,0.7285067873303167,0.7397732873336619,,,,,,,,
Case1077,1,outer,False,0.11759868421052631,0.4654628833476641,29.121609935614913,23.282577328575268,0.06389633601429848,0.36282394995531725,0.7371134020618557,0.6490807354116707,,,,,,,,
Case2001,1,outer,True,0.7214758371766593,0.7379480840543882,15.9375,13.287874105930113,0.8414405986903648,0.8376987839101965,0.6314496314496314,0.6594256259204713,0.6741301723191746,0.6907909477929643,5.939555565233817,4.788622787725611,0.6629965457685665,0.665587219343696,0.6856441169903996,0.7179785747554728
Case2010,1,outer,True,0.8158723493596473,0.7976678903044698,3.1444705933590793,3.97747564417433,0.7467332820906994,0.7098385857033052,0.8991207774178621,0.9103006407097092,0.7027099905622219,0.7129055515501082,5.798117286024835,5.070306481121235,0.8058132343846629,0.764378478664193,0.6229978484341382,0.6679275871386112
Case2016,1,outer,True,0.7654543117851176,0.7763358778625954,7.301333042535438,7.083333492279053,0.7505040322580645,0.7689012096774194,0.7810123262522948,0.7839157245632066,0.5501866666666667,0.5455688246385921,20.07824322083926,20.38821360923728,0.47303741746148203,0.4776228906823184,0.6574050471577874,0.6360527601367856
Case2024,1,outer,True,0.7024277456647399,0.6775528978840847,11.31683094990106,13.217492581264773,0.7240228789323165,0.702097235462345,0.6820835204310732,0.6546666666666666,0.6433394720687539,0.6316217590238943,6.71875,7.601397897755386,0.6498553121124432,0.6420008267879289,0.6369529983792545,0.6215729437662597
Case2026,1,outer,True,0.7863173216885008,0.7862378459237098,6.64773516413673,5.53125,0.7164456233421751,0.6970822281167108,0.8712903225806452,0.9015437392795883,0.6469434455704478,0.6803333333333333,5.53125,5.53125,0.7180696661828737,0.7405660377358491,0.5886377156454491,0.6291615289765722
Case2027,1,outer,True,0.5636548223350254,0.5684430512016719,10.354751636902158,10.875,0.6628462273161414,0.6494746895893028,0.49028611797951255,0.5053883314752879,0.5523183312549598,0.5742759995310118,8.15625,8.698906779176385,0.5852955309947141,0.5884190293128304,0.5228589826142949,0.5607968857339134
Case2030,1,outer,True,0.7667844522968198,0.7506172839506173,4.199900017411129,4.788622787725611,0.67601246105919,0.7102803738317757,0.8857142857142857,0.7958115183246073,0.5605982465188242,0.543952802359882,17.500171252446535,17.460201709266382,0.8004418262150221,0.678939617083947,0.43134920634920637,0.453740157480315
Case3002,1,outer,True,0.29013785790031815,0.3787906976744186,115.00000953674316,6.6796875,0.19426299346776485,0.28912240840670267,0.5728643216080402,0.5490830636461704,0.10172253258845437,0.1301323760376935,117.25503407670392,117.14505368409039,0.05875235278300618,0.07797795106211347,0.378682842287695,0.39295392953929537
Case3007,1,outer,True,0.5803406998158379,0.5975789116415884,17.310638437821986,16.508381879510818,0.4553829479768786,0.4770592485549133,0.7998096446700508,0.7995761429003936,0.32393084622383983,0.28708997893469757,11.1328125,11.593339362673941,0.7158176943699732,0.6394101876675603,0.2093296746373971,0.1850989522700815
Case3014,1,outer,True,0.6476190476190476,0.6804,3.260485268234727,4.162302527181282,0.5216501875213092,0.5799522673031027,0.8537946428571429,0.8229317851959361,0.41122774988589683,0.44111255975662755,14.943920881667633,14.434783615065495,0.39517543859649124,0.4451754385964912,0.428639391056137,0.4371231696813092
Case3018,1,outer,True,0.8551448551448552,0.8208704015388314,1.4583333730697632,2.1875000596046448,0.9505830094392005,0.9478067740144365,0.7771221062187925,0.7239185750636132,0.24552745219000616,0.2,115.12246283179876,115.19633387514969,0.6722972972972973,0.5743243243243243,0.150188679245283,0.12108262108262108
Case3025,1,outer,True,0.5998050682261209,0.5836277974087162,6.141172894211786,5.801077170482274,0.46194265125356554,0.446329379972977,0.8549597110308419,0.8429259994329459,0.24508111839834312,0.29015873015873017,20.82998582521747,22.406450607317364,0.17556874381800197,0.22601384767556876,0.4057142857142857,0.4051418439716312
Case3028,1,outer,True,0.6844650802863224,0.6782541521823098,4.747428230682456,5.242657444450721,0.7886758805171645,0.7828800713330362,0.6045796308954203,0.5982964224872231,0.3222269084774357,0.3572369659326181,115.02892533303644,28.95352208170129,0.222157603954638,0.2759523117185228,0.5863392171910975,0.5064034151547492
Case3030,1,outer,True,0.7383399209486166,0.7405239488899993,5.109764714208504,3.80859375,0.6307711198428291,0.6369106090373281,0.8901403569571998,0.8843989769820972,0.3762455161418892,0.3733946712670117,18.112590077867786,25.999057752701738,0.31001642036124794,0.3198686371100164,0.4784591991890522,0.44843462246777166
Case3033,1,outer,True,0.7637084342655802,0.7600271923861319,3.6453333497047424,3.6453333497047424,0.7011726647796199,0.6781237363526081,0.8384912959381045,0.8644329896907217,0.14501288185498712,0.16459041147602868,21.193154243525722,21.040841627096604,0.15560821484992102,0.1721958925750395,0.1357684355616816,0.1576283441793203
Case3041,1,outer,True,0.7568799869728058,0.7857825948358305,5.155987086641404,4.387069655206638,0.620892332353727,0.6585626502805236,0.969140950792327,0.9739233504543658,0.403242147922999,0.35903712770297835,5.258095753323387,114.99999046325684,0.4777911164465786,0.5282112845138055,0.3488168273444347,0.2719406674907293
Case5007,1,outer,False,0.0,0.0,1000000.0,1000000.0,,,0.0,0.0,,,,,,,,
Case5010,1,outer,False,0.09963768115942029,0.186401833460657,33.99153774531572,40.11665499890016,0.171875,0.38125,0.07015306122448979,0.12335692618806876,,,,,,,,
Case6004,1,outer,False,0.17769718948322757,0.38350785340314136,50.14931318852981,60.020245844589226,0.10961968680089486,0.3277404921700224,0.4688995215311005,0.46214511041009465,,,,,,,,
Case6006,1,outer,False,0.23023064250411862,0.21949370926178566,40.078048854703496,57.05326704316699,0.16558056872037916,0.21445497630331753,0.3777027027027027,0.22477491462278795,,,,,,,,
Case7004,1,outer,False,0.6092468307233407,0.7310950737370568,9.949444963319563,6.5625,0.4865991661703395,0.6938653960690887,0.8145563310069791,0.7725464190981433,,,,,,,,
Case8004,1,outer,False,0.5135015493581231,0.5928822839264764,35.353318974812645,35.62958370823132,0.3613707165109034,0.4722741433021807,0.8868501529051988,0.7962184873949579,,,,,,,,
Case8006,1,outer,False,0.5792811839323467,0.5661764705882353,23.39999771118164,15.647845254585421,0.5035340684195646,0.5007068136839129,0.6818529862174579,0.6513424052960647,,,,,,,,
Case8008,1,outer,False,0.3980506822612086,0.456271186440678,43.61392357061716,39.62532038514011,0.2955137481910275,0.38958031837916063,0.6095522388059702,0.5505112474437628,,,,,,,,
Case8013,1,outer,False,0.7150165513090581,0.7293850949277416,4.453125,4.453125,0.6359743040685225,0.6889721627408993,0.8164948453608247,0.7748344370860927,,,,,,,,
Case8016,1,outer,False,0.2381554011370815,0.34859675036927623,25.624285432110103,26.71875,0.13517389745428468,0.21154535675869487,1.0,0.9899328859060402,,,,,,,,
Case8024,1,outer,False,0.6175318315377081,0.6530501089324618,23.399999618530273,4.694005901812438,0.5939707960433349,0.5647668393782384,0.6430392656807751,0.7740477727566172,,,,,,,,
Case8029,1,outer,False,0.0,0.06993006993006994,1000000.0,28.744696067997488,0.0,0.03681392235609103,,0.6962025316455697,,,,,,,,
