candidate_id,variant,case_id,metric_name,dice,hd95,component_count,remote_fp_count,center,modality_group,t2_present,class_id,hd,small_fp_count,pred_gt_volume_ratio,pred_empty,gt_empty,invalid_label_values,runtime_root,source_path
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__argmax,Case1002,myops_edema,1.0,0.0,0,0,CenterA,LGE-only,False,4,0.0,0,,True,True,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__argmax,Case1002,myops_scar,0.6694396868118424,4.1016000509262085,2,0,CenterA,LGE-only,False,5,10.808474590697703,0,0.9820562560620757,False,False,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__pathology_aware,Case1002,myops_edema,1.0,0.0,0,0,CenterA,LGE-only,False,4,0.0,0,,True,True,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__pathology_aware,Case1002,myops_scar,0.6669789227166276,4.1016000509262085,2,0,CenterA,LGE-only,False,5,10.808474590697703,0,1.0708050436469447,False,False,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__argmax,Case1007,myops_edema,1.0,0.0,0,0,CenterA,LGE-only,False,4,0.0,0,,True,True,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__argmax,Case1007,myops_scar,0.530940594059406,8.733138956521953,3,0,CenterA,LGE-only,False,5,26.685081155692224,1,2.2204065364687127,False,False,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__pathology_aware,Case1007,myops_edema,1.0,0.0,0,0,CenterA,LGE-only,False,4,0.0,0,,True,True,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__pathology_aware,Case1007,myops_scar,0.5149857278782112,9.752983243785058,5,0,CenterA,LGE-only,False,5,26.685081155692224,3,2.351135910721403,False,False,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__argmax,Case1009,myops_edema,1.0,0.0,0,0,CenterA,LGE-only,False,4,0.0,0,,True,True,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__argmax,Case1009,myops_scar,0.6074394266863838,8.579051989984446,1,0,CenterA,LGE-only,False,5,25.922696257213826,0,1.1493887530562348,False,False,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__pathology_aware,Case1009,myops_edema,1.0,0.0,0,0,CenterA,LGE-only,False,4,0.0,0,,True,True,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__pathology_aware,Case1009,myops_scar,0.59806374415316,7.898399694137467,1,0,CenterA,LGE-only,False,5,25.922696257213826,0,1.247677261613692,False,False,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__argmax,Case1010,myops_edema,1.0,0.0,0,0,CenterA,LGE-only,False,4,0.0,0,,True,True,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__argmax,Case1010,myops_scar,0.5068181818181818,9.0,2,0,CenterA,LGE-only,False,5,17.09455045226935,0,1.1868787276341948,False,False,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__pathology_aware,Case1010,myops_edema,1.0,0.0,0,0,CenterA,LGE-only,False,4,0.0,0,,True,True,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__pathology_aware,Case1010,myops_scar,0.5116483516483517,9.0,4,0,CenterA,LGE-only,False,5,17.09455045226935,2,1.2614314115308152,False,False,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__argmax,Case1021,myops_edema,1.0,0.0,0,0,CenterA,LGE-only,False,4,0.0,0,,True,True,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__argmax,Case1021,myops_scar,0.5624636839047066,9.0,4,0,CenterA,LGE-only,False,5,12.480762615189093,2,0.9490373725934315,False,False,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__pathology_aware,Case1021,myops_edema,1.0,0.0,0,0,CenterA,LGE-only,False,4,0.0,0,,True,True,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__pathology_aware,Case1021,myops_scar,0.56494960806271,9.0,6,0,CenterA,LGE-only,False,5,37.275485165466016,3,1.0226500566251415,False,False,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__argmax,Case1023,myops_edema,1.0,0.0,0,0,CenterA,LGE-only,False,4,0.0,0,,True,True,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__argmax,Case1023,myops_scar,0.6622373855270246,5.0,2,0,CenterA,LGE-only,False,5,15.315952873720619,0,1.3399159663865545,False,False,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__pathology_aware,Case1023,myops_edema,1.0,0.0,0,0,CenterA,LGE-only,False,4,0.0,0,,True,True,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__pathology_aware,Case1023,myops_scar,0.6519582691978792,5.0,2,0,CenterA,LGE-only,False,5,15.315952873720619,0,1.4567226890756302,False,False,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__argmax,Case1029,myops_edema,1.0,0.0,0,0,CenterA,LGE-only,False,4,0.0,0,,True,True,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__argmax,Case1029,myops_scar,0.15625,51.446723809322236,6,3,CenterA,LGE-only,False,5,59.44398925192494,5,9.393162393162394,False,False,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__pathology_aware,Case1029,myops_edema,1.0,0.0,0,0,CenterA,LGE-only,False,4,0.0,0,,True,True,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__pathology_aware,Case1029,myops_scar,0.14796794504865485,51.87413409626749,4,1,CenterA,LGE-only,False,5,59.99370076445871,2,10.945299145299145,False,False,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__argmax,Case1033,myops_edema,1.0,0.0,0,0,CenterA,LGE-only,False,4,0.0,0,,True,True,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__argmax,Case1033,myops_scar,0.6100377526093715,10.0,8,0,CenterA,LGE-only,False,5,19.921499490737915,7,1.2068120558686597,False,False,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__pathology_aware,Case1033,myops_edema,1.0,0.0,0,0,CenterA,LGE-only,False,4,0.0,0,,True,True,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__pathology_aware,Case1033,myops_scar,0.6246702542998839,8.3124146910207,9,0,CenterA,LGE-only,False,5,21.619901081000947,8,1.3222249448664543,False,False,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__argmax,Case1040,myops_edema,1.0,0.0,0,0,CenterA,LGE-only,False,4,0.0,0,,True,True,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__argmax,Case1040,myops_scar,0.4558071585098612,8.609252922665098,2,0,CenterA,LGE-only,False,5,18.322960927765973,1,1.5304990757855823,False,False,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip__checkpoint_best__pathology_aware,Case1040,myops_edema,1.0,0.0,0,0,CenterA,LGE-only,False,4,0.0,0,,True,True,,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/component_hd_by_case_checkpoint_best.csv
