pathology,case_id,case_t2_present,case_has_scar_label,case_has_edema_label,trainable_groups,required_group,parameter_group,parameter_name,requires_grad,grad_abs_sum,nonzero_gradient
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",False,edema_dictionary,edema_dictionary.discovery_fusion.3.bias,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",False,edema_dictionary,edema_dictionary.confirmation_fusion.0.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",False,edema_dictionary,edema_dictionary.confirmation_fusion.1.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",False,edema_dictionary,edema_dictionary.confirmation_fusion.1.bias,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",False,edema_dictionary,edema_dictionary.confirmation_fusion.3.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",False,edema_dictionary,edema_dictionary.confirmation_fusion.3.bias,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",False,edema_dictionary,edema_dictionary.proposal_reliability.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",False,edema_dictionary,edema_dictionary.proposal_reliability.bias,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.shared_project.weight,True,4.665226936340332,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.interaction_projectors.interaction_lge_t2.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.interaction_projectors.interaction_lge_c0.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.interaction_projectors.interaction_t2_c0.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.0.norm1.weight,True,0.007682109251618385,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.0.norm1.bias,True,0.010691037401556969,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.0.dw1.weight,True,0.44571810960769653,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.0.pw1.weight,True,0.6047710180282593,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.0.norm2.weight,True,0.01651807688176632,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.0.norm2.bias,True,0.02828206680715084,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.0.dw2.weight,True,0.4321179986000061,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.0.pw2.weight,True,1.2233569622039795,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.1.norm1.weight,True,0.00014886513235978782,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.1.norm1.bias,True,0.00016224890714511275,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.1.dw1.weight,True,0.008964207023382187,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.1.pw1.weight,True,0.006525790318846703,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.1.norm2.weight,True,0.00011148375051561743,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.1.norm2.bias,True,0.00011762978101614863,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.1.dw2.weight,True,0.0028868112713098526,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.1.pw2.weight,True,0.009485284797847271,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.2.norm1.weight,True,0.002341292332857847,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.2.norm1.bias,True,0.0018913147505372763,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.2.dw1.weight,True,0.1199616938829422,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.2.pw1.weight,True,0.09359199553728104,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.2.norm2.weight,True,0.002656390890479088,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.2.norm2.bias,True,0.0020985552109777927,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.2.dw2.weight,True,0.0893704891204834,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.2.pw2.weight,True,0.13169054687023163,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.3.norm1.weight,True,0.044235263019800186,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.3.norm1.bias,True,0.040618907660245895,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.3.dw1.weight,True,1.6716572046279907,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.3.pw1.weight,True,1.2640914916992188,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.3.norm2.weight,True,0.060614459216594696,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.3.norm2.bias,True,0.027602309361100197,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.3.dw2.weight,True,0.9598560333251953,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.3.pw2.weight,True,2.9233062267303467,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.4.norm1.weight,True,3.8374892028514296e-05,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.4.norm1.bias,True,3.231312075513415e-05,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.4.dw1.weight,True,0.0019836584106087685,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.4.pw1.weight,True,0.002031289739534259,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.4.norm2.weight,True,7.157973595894873e-05,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.4.norm2.bias,True,3.886491322191432e-05,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.4.dw2.weight,True,0.0022067236714065075,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.4.pw2.weight,True,0.0034172707237303257,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.5.norm1.weight,True,0.0766998827457428,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.5.norm1.bias,True,0.07646435499191284,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.5.dw1.weight,True,3.077899694442749,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.5.pw1.weight,True,3.32401967048645,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.5.norm2.weight,True,0.10089698433876038,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.5.norm2.bias,True,0.08259616792201996,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.5.dw2.weight,True,1.6975195407867432,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.5.pw2.weight,True,5.267455101013184,True
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.6.norm1.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.6.norm1.bias,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.6.dw1.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.6.pw1.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.6.norm2.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.6.norm2.bias,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.6.dw2.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.6.pw2.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.7.norm1.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.7.norm1.bias,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.7.dw1.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.7.pw1.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.7.norm2.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.7.norm2.bias,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.7.dw2.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.7.pw2.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.8.norm1.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.8.norm1.bias,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.8.dw1.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.8.pw1.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.8.norm2.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.8.norm2.bias,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.8.dw2.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.8.pw2.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.9.norm1.weight,True,0.0,False
scar,Case1002,False,True,False,"anchor_free_spatial_discovery_dictionary,scar_proposal_dictionary,edema_proposal_dictionary,scar_evidence_head,edema_evidence_head",True,spatial_dictionary,m10_spatial_dictionary.bank.experts.9.norm1.bias,True,0.0,False
