checkpoint_id,phase,case_id,anchor_relative_dice,anchor_relative_hd95,remote_fp_delta,no_t2_edema_safety,t2_present_gt_positive_dice,positive_case_nonempty_rate,prediction_volume_ratio,code_hash,config_hash,split_hash,calibration_hash
checkpoint_best,d2_hierarchical_psip,Case2002,-0.12677534177465366,-60.35208278959582,2517,PASS,0.38355529820497974,1.0,1.6464872944693572,3349110a39b9f7670f05c64a5aeb760e4d141cb15b773f5976d02d6e58b9c7bc,50cedfbc473fbd0f4d28de691e68d9f3fcabfba1411454ed218dda9191574bef,7d173e501d57aa6064240bd0e4993fb905a0b44081f5b6c41d1d398b0f8dea48,ad8b300b7fa64b23b4beb2af2adc0ed5b4a370b91421146aee83cb029d75378f
