case_id,changed_voxels_vs_standard_nnunet,dice_delta_vs_standard_nnunet,help_harm,pathology,seed,variant
Case1002,0,,identity,edema,20260723,student_moddrop_control
Case1002,1343,-0.6167400881057269,harm_or_neutral,scar,20260723,student_moddrop_control
Case1007,0,,identity,edema,20260723,student_moddrop_control
Case1007,4409,-0.5810928013876843,harm_or_neutral,scar,20260723,student_moddrop_control
Case1009,0,,identity,edema,20260723,student_moddrop_control
Case1009,4024,-0.6048804535370964,harm_or_neutral,scar,20260723,student_moddrop_control
Case1010,0,,identity,edema,20260723,student_moddrop_control
Case1010,1911,-0.48279378027020137,harm_or_neutral,scar,20260723,student_moddrop_control
Case1021,0,,identity,edema,20260723,student_moddrop_control
Case1021,1452,-0.5699192044748291,harm_or_neutral,scar,20260723,student_moddrop_control
Case1023,0,,identity,edema,20260723,student_moddrop_control
Case1023,2504,-0.6466011466011466,harm_or_neutral,scar,20260723,student_moddrop_control
Case1029,0,,identity,edema,20260723,student_moddrop_control
Case1029,4927,-0.16436865021770683,harm_or_neutral,scar,20260723,student_moddrop_control
Case1033,0,,identity,edema,20260723,student_moddrop_control
Case1033,5860,-0.671361030077457,harm_or_neutral,scar,20260723,student_moddrop_control
Case1040,0,,identity,edema,20260723,student_moddrop_control
Case1040,2906,-0.4280078895463511,harm_or_neutral,scar,20260723,student_moddrop_control
Case1042,0,,identity,edema,20260723,student_moddrop_control
Case1042,924,-0.7573770491803279,harm_or_neutral,scar,20260723,student_moddrop_control
Case1045,0,,identity,edema,20260723,student_moddrop_control
Case1045,438,-0.09968847352024922,harm_or_neutral,scar,20260723,student_moddrop_control
Case1047,0,,identity,edema,20260723,student_moddrop_control
Case1047,4090,-0.6283120251991847,harm_or_neutral,scar,20260723,student_moddrop_control
Case1053,0,,identity,edema,20260723,student_moddrop_control
Case1053,758,-0.5196241017136539,harm_or_neutral,scar,20260723,student_moddrop_control
Case1062,0,,identity,edema,20260723,student_moddrop_control
Case1062,9323,-0.5070823546159869,harm_or_neutral,scar,20260723,student_moddrop_control
Case1070,0,,identity,edema,20260723,student_moddrop_control
Case1070,5270,-0.5004500450045004,harm_or_neutral,scar,20260723,student_moddrop_control
Case1073,0,,identity,edema,20260723,student_moddrop_control
Case1073,1677,-0.4282765737874097,harm_or_neutral,scar,20260723,student_moddrop_control
Case1080,0,,identity,edema,20260723,student_moddrop_control
Case1080,1442,-0.6369426751592356,harm_or_neutral,scar,20260723,student_moddrop_control
