variant,case_id,center,modality_group,t2_present,class_id,metric_name,proposal_threshold,proposal_recall,proposal_precision,proposal_voxels,gt_voxels,proposal_component_count,proposal_small_fp_count,proposal_remote_fp_count,proposal_outside_union_fp_voxels,proposal_gate_mean,proposal_gate_p95,uncertainty_mean,local_anatomy_confidence_mean
srr_v2_capacity12_scar_precision_nointeract,Case1002,CenterA,LGE-only,False,4,myops_edema,0.5,,,0,0,0,0,0,0,1.652214450587053e-05,1.8596863810671493e-05,0.8690719604492188,0.02657240629196167
srr_v2_capacity12_scar_precision_nointeract,Case1002,CenterA,LGE-only,False,5,myops_scar,0.5,0.4742967992240543,0.5109717868338558,1914,2062,11,10,9,260,0.0036913317162543535,0.0008412778843194246,0.0007310573710128665,0.02657240629196167
srr_v2_capacity12_scar_precision_nointeract,Case1007,CenterA,LGE-only,False,4,myops_edema,0.5,,,0,0,0,0,0,0,1.6562888049520552e-05,1.8293036191607825e-05,0.8694047927856445,0.029422955587506294
srr_v2_capacity12_scar_precision_nointeract,Case1007,CenterA,LGE-only,False,5,myops_scar,0.5,0.6875249103228378,0.2014245679588977,8564,2509,44,27,33,4825,0.00605277344584465,0.001088452059775591,0.0014196326956152916,0.029422955587506294
srr_v2_capacity12_scar_precision_nointeract,Case1009,CenterA,LGE-only,False,4,myops_edema,0.5,,,0,0,0,0,0,0,1.7011725503834896e-05,1.8365861251368187e-05,0.8824759125709534,0.02796488255262375
srr_v2_capacity12_scar_precision_nointeract,Case1009,CenterA,LGE-only,False,5,myops_scar,0.5,0.5400977995110025,0.4073391111930666,5423,4090,24,13,17,1653,0.005670719314366579,0.0007395192515105009,0.0010163300903514028,0.02796488255262375
srr_v2_capacity12_scar_precision_nointeract,Case1010,CenterA,LGE-only,False,4,myops_edema,0.5,,,0,0,0,0,0,0,1.6447434973088093e-05,1.8628263205755502e-05,0.8696797490119934,0.026504404842853546
srr_v2_capacity12_scar_precision_nointeract,Case1010,CenterA,LGE-only,False,5,myops_scar,0.5,0.3991053677932406,0.32004782781984853,2509,2012,20,10,4,967,0.00367913581430912,0.0010357627179473639,0.0011646130587905645,0.026504404842853546
srr_v2_capacity12_scar_precision_nointeract,Case1021,CenterA,LGE-only,False,4,myops_edema,0.5,,,0,0,0,0,0,0,1.6000210962374695e-05,1.865591730165761e-05,0.8537347316741943,0.022195495665073395
srr_v2_capacity12_scar_precision_nointeract,Case1021,CenterA,LGE-only,False,5,myops_scar,0.5,0.10702151755379388,0.0799492385786802,2364,1766,51,32,42,1890,0.00393194705247879,0.001245318679139018,0.0011954415822401643,0.022195495665073395
srr_v2_capacity12_scar_precision_nointeract,Case1023,CenterA,LGE-only,False,4,myops_edema,0.5,,,0,0,0,0,0,0,1.7540683984407224e-05,1.8884609744418412e-05,0.8477621674537659,0.06626881659030914
srr_v2_capacity12_scar_precision_nointeract,Case1023,CenterA,LGE-only,False,5,myops_scar,0.5,0.6827731092436975,0.1894601842135945,8577,2380,54,36,39,4888,0.007283870596438646,0.002380773890763521,0.00189624831546098,0.06626881659030914
